sample,r,q,p,status,max_eig,break_date,design,placebo_type,instrument_free,n_C,n_NC,lambda_1,lambda_1_lo,lambda_1_hi,lambda_min,rank1_share,eig_gap,ratio_dir,p_placebo,prop_LR,prop_p_chi2,prop_p_boot,sys_min_rel_gap
pre_covid,7,4,6,ok,1.0187337411362734,NA,intensidade_z,permute,FALSE,26,52,1.153193818359959,0.6829931479489031,2.642012529034521,-0.24503296239907968,0.47050268804127854,1.158334087354184,2.8556926622385364,0.13286713286713286,11.094794339457911,0.26926721390744984,0.4471057884231537,0.13362352070063285
pre_covid,7,4,6,ok,1.0187337411362734,NA,volatilidade_juros,permute,TRUE,20,58,1.1556726355603775,0.4415054926713829,2.6928375185879028,-0.45794359492735115,0.5028477980664356,2.3357206403270547,2.6200157928047725,0.22377622377622378,9.745948840965088,0.37144098192113856,0.6127744510978044,0.2779620877761187
pre_covid,7,4,6,ok,1.0187337411362734,2018-05-01,quebra_livre,rotate,TRUE,20,58,0.9012293351735442,0.08429392997756432,2.165826255699441,-1.037518925224631,0.34895049105491815,6.14795683880344,2.1714537753984327,0.6073926073926074,21.01219905855163,0.012596365864722658,0.06187624750499002,0.3470621708616115
pre_covid,7,4,7,ok,1.0313484643852213,NA,calendario,permute,TRUE,51,26,0.8585790735740025,0.5626710445766185,1.5801539495300245,-0.4974153631279312,0.5451812586190609,4.220932378551396,2.947644103127885,0.21878121878121878,11.645867728407408,0.23401762062835613,0.37524950099800397,0.20078712963561512
pre_covid,7,4,7,regime_unavailable,NA,NA,episodio_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pre_covid,7,4,7,ok,1.0313484643852213,NA,intensidade_z,permute,FALSE,26,51,1.488417326225607,0.907423546988988,2.4732772943493426,-0.5533746636358294,0.5093526795612772,2.8931140151633428,4.070921741888908,0.007992007992007992,23.88785961810738,0.004482167962568345,0.021956087824351298,0.2799711221692436
pre_covid,7,4,7,ok,1.0313484643852213,NA,volatilidade_juros,permute,TRUE,19,58,1.0120706878781818,0.2744107483707685,2.3653366633855937,-0.7617540227856665,0.46654996468024706,8.839966446511243,2.354524595922233,0.3256743256743257,12.7925069077367,0.17222206012727004,0.35728542914171657,0.3376403663922991
pre_covid,7,4,7,ok,1.0313484643852213,2018-05-01,quebra_livre,rotate,TRUE,20,57,1.1142509406645653,0.257015459443415,2.467099051492635,-0.9700583174739228,0.40273125777462265,9.679495484799936,2.552933085445279,0.34865134865134867,22.041056850069964,0.008749763383485308,0.041916167664670656,0.5448851590217696
pre_covid,7,4,8,ok,0.9968792414676831,NA,calendario,permute,TRUE,50,26,0.7388590796107148,0.566771094981231,1.4765335837931408,-0.8149638225577078,0.3748807355401362,2.0330749791236062,2.4216410232886014,0.47352647352647353,11.179096473669137,0.26363233622241355,0.5109780439121756,0.28267245753700226
pre_covid,7,4,8,regime_unavailable,NA,NA,episodio_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pre_covid,7,4,8,ok,0.9968792414676831,NA,intensidade_z,permute,FALSE,25,51,0.8517554774063092,0.21389666039968375,1.8103154237397603,-0.8475485329927495,0.33093900354272565,4.571782930739076,2.1921843550515323,0.46653346653346656,19.429836765530688,0.021776259059342787,0.10578842315369262,0.1451734012672891
pre_covid,7,4,8,ok,0.9968792414676831,NA,volatilidade_juros,permute,TRUE,19,57,0.4020156764528887,0.11380326648301312,1.5298597877805493,-0.697972914733626,0.3012443061281027,5.720832701766015,1.4418442461760945,0.8461538461538461,5.570729823666982,0.781993010713876,0.7764471057884231,0.0949450864252212
pre_covid,7,4,8,ok,0.9968792414676831,2017-10-01,quebra_livre,rotate,TRUE,27,49,1.473212908602096,0.9286565814703044,2.4756328347883363,-0.6322322111719558,0.5141768695393082,2.573696645970454,3.9719387658441696,9.99000999000999e-4,21.492792650691968,0.010633231192664164,0.04790419161676647,0.4138467143655389
pre_covid,7,5,4,ok,0.9782031387696105,NA,calendario,permute,TRUE,53,27,0.8889786299972186,0.7920745888365456,2.169415141205498,-0.4420944666536415,0.3441587259273533,1.05072722756862,3.142067535818841,0.5084915084915085,14.866038233450105,0.38737307461068277,0.6786427145708582,0.08209164712941786
pre_covid,7,5,4,regime_unavailable,NA,NA,episodio_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pre_covid,7,5,4,ok,0.9782031387696105,NA,intensidade_z,permute,FALSE,27,53,1.6052315108014512,0.8539637853955233,3.488187729060587,-0.9899695669415502,0.3468914823116679,1.4000950967350054,4.566638888137067,0.07892107892107893,38.93458990594175,3.7331476248587676e-4,0.031936127744510975,0.289072656319012
pre_covid,7,5,4,ok,0.9782031387696105,NA,volatilidade_juros,permute,TRUE,20,60,2.180256242233689,1.3395851564423595,4.77851773380336,-0.2555893044802207,0.4935318238334658,1.4697473302896826,5.639720333846456,0.02097902097902098,21.04930291107984,0.10037572060522433,0.40119760479041916,0.23533464291340364
pre_covid,7,5,4,ok,0.9782031387696105,2018-05-01,quebra_livre,rotate,TRUE,20,60,1.1917125300399825,0.20136303688837665,3.6878518160672424,-0.9478296034393499,0.41156378116865655,24.564010764360827,2.6981595288402005,0.6653346653346653,25.24117263517757,0.032259796643855566,0.25149700598802394,0.05050100149233914
pre_covid,7,5,5,ok,1.0108124321146004,NA,calendario,permute,TRUE,52,27,0.8998255946351404,0.7912886051526367,1.8935084588838045,-0.558705124530148,0.3735220572896569,1.1963382289465863,3.2345776365574666,0.44755244755244755,16.08898907981482,0.30797007392574494,0.500998003992016,0.1801742159177594
pre_covid,7,5,5,regime_unavailable,NA,NA,episodio_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pre_covid,7,5,5,ok,1.0108124321146004,NA,intensidade_z,permute,FALSE,26,53,1.4050103843613713,0.8455802852927012,3.311696843603956,-0.3483014709392409,0.44879259390404186,1.4445978487099673,3.635504240922286,0.10989010989010989,16.253467237624296,0.2981416670395113,0.6207584830339321,0.26888101770406775
pre_covid,7,5,5,ok,1.0108124321146004,NA,volatilidade_juros,permute,TRUE,20,59,1.775386930465647,1.0369756971280708,4.091437713374893,-0.44292337742937526,0.4811167177383035,2.104519124408322,4.141628248913671,0.06393606393606394,17.239039734284205,0.24366310032981148,0.6187624750499002,0.25842949346052185
