window_cell,q,variable,share_in68,share_in90,share_in90_h12,first_out90_h,cor_path,max_abs_dev,max_abs_dev_h,rel_max_abs_dev,sign_flip_h0,ratio_h0,resto_coluna_h0,share_in90_resc,denom_ratio,veredito
cheia_p4,4,credito_industria_total,0.3673469387755102,0.5918367346938775,0.3076923076923077,0,0.8585418599106478,0.9880665637572505,13,1.2508442314977428,FALSE,1.8021005312365717,1.135560849999181,0.7551020408163265,0.6301317991510595,material
cheia_p4,4,credito_construcao,0.22448979591836735,0.4897959183673469,0.38461538461538464,0,0.8564998913037812,1.3604641739741075,21,1.2233019638699394,FALSE,1.3269189797399692,0.8361338440312351,0.7551020408163265,0.6301317991510595,material
cheia_p4,4,credito_comercio,0.32653061224489793,0.4897959183673469,0,0,0.8356133122380048,1.4440037079109902,15,1.2780009141717388,FALSE,1.7825055443007878,1.1232134256269941,0.7142857142857143,0.6301317991510595,material
cheia_p4,4,credito_transporte,0.32653061224489793,0.5714285714285714,0.38461538461538464,5,0.8633205395652394,1.5155180441648541,15,1.154548578240894,FALSE,1.689471574993749,1.0645897631653853,0.7142857142857143,0.6301317991510595,material
cheia_p4,4,credito_pessoa_fisica,0.32653061224489793,0.673469387755102,1,15,0.7448418069033166,0.8712747288951772,24,1.1995971487556567,FALSE,0.6629633475146912,0.4177542869406415,1,0.6301317991510595,material
cheia_p4,4,spread_credito_pj_total,0.2857142857142857,0.7142857142857143,0,0,0.028720829152119598,0.038244577837289774,5,1.4140836962071868,TRUE,-1.0267478962660692,-0.6469864991487037,0.6938775510204082,0.6301317991510595,material
cheia_p4,4,spread_credito_pf_total,0.22448979591836735,0.8163265306122449,0.3076923076923077,0,0.08402440823314568,0.02122684652475729,4,1.4469370578963554,FALSE,14.049344181839238,8.85293852619483,0.9795918367346939,0.6301317991510595,material
cheia_p4,4,credit_outstanding,0.2653061224489796,0.5714285714285714,0.6153846153846154,8,0.8458052813752494,0.9255132098724306,20,1.2287908837133985,FALSE,1.3180263310272262,0.8305303032986561,0.7959183673469388,0.6301317991510595,material
cheia_p4,4,fin_inst_reserve_req,0.5102040816326531,1,1,NA,0.764269102832811,0.3818122293431703,1,0.5551975235314826,FALSE,1.3063305207507057,0.8231604013265827,1,0.6301317991510595,parcial
cheia_p4,4,consumo_gasolina,0.5510204081632653,1,1,NA,0.3304854665191202,6.0657891837830284,1,0.9533622571184561,FALSE,1.3940652605262231,0.8784448507493796,1,0.6301317991510595,parcial
cheia_p4,4,consumo_glp,0.5306122448979592,0.673469387755102,0.23076923076923078,3,0.36762310290860895,3.4787919012892923,10,1.2265465849408805,TRUE,-0.3183718247232524,-0.20061621071186878,0.673469387755102,0.6301317991510595,material
cheia_p4,4,consumo_oleo_combustivel,0.20408163265306123,0.5918367346938775,0.6923076923076923,4,0.5819146622912031,1.1818501195818303,31,0.9545875445794566,FALSE,0.6400728127907466,0.40333023311151245,0.8775510204081632,0.6301317991510595,material
cheia_p4,4,consumo_oleo_diesel,0.5714285714285714,0.6938775510204082,0.23076923076923078,3,0.20951651889360726,24.75841155831584,9,1.2103409247689023,FALSE,0.9418201510332438,0.5934708262473006,0.7142857142857143,0.6301317991510595,material
