variant,sample,block,factor,squared_loading_share
add_conjunto,full,eua,F4,0.04079455362007852
add_conjunto,full,eua,F5,0.020746004406229358
add_conjunto,full,eua,F6,0.028885660245610525
add_conjunto,full,eua,F7,0.08618391437300164
add_conjunto,full,expectativas,F1,0.011074648888373622
add_conjunto,full,expectativas,F2,0.03153995295606673
add_conjunto,full,expectativas,F3,0.021942904734502014
add_conjunto,full,expectativas,F4,0.0684967273528603
add_conjunto,full,expectativas,F5,0.0197225872135911
add_conjunto,full,expectativas,F6,0.01841765226016457
add_conjunto,full,expectativas,F7,0.08326352899385883
add_conjunto,full,fiscal,F1,0.004599225190019203
add_conjunto,full,fiscal,F2,0.04281850115724213
add_conjunto,full,fiscal,F3,0.034186747132122886
add_conjunto,full,fiscal,F4,0.011535837227634075
add_conjunto,full,fiscal,F5,0.011177688201281014
add_conjunto,full,fiscal,F6,0.017791647473154752
add_conjunto,full,fiscal,F7,0.016719676719973417
add_conjunto,full,imoveis,F1,2.8731111020743346e-5
add_conjunto,full,imoveis,F2,2.2458346658295084e-4
add_conjunto,full,imoveis,F3,0.01030333908949543
add_conjunto,full,imoveis,F4,0.00102656228309638
add_conjunto,full,imoveis,F5,0.003782798662226978
add_conjunto,full,imoveis,F6,0.02318587099407129
add_conjunto,full,imoveis,F7,9.729872845465843e-4
add_conjunto,full,industria,F1,0.29813301084093474
add_conjunto,full,industria,F2,0.006591224794212184
add_conjunto,full,industria,F3,0.03303006407764599
add_conjunto,full,industria,F4,0.04345124808377621
add_conjunto,full,industria,F5,0.00835456642750354
add_conjunto,full,industria,F6,0.044269869032661786
add_conjunto,full,industria,F7,0.017275194882886133
add_conjunto,full,monetario,F1,0.02091125446987886
add_conjunto,full,monetario,F2,0.00919506551417948
add_conjunto,full,monetario,F3,0.23771887236113615
add_conjunto,full,monetario,F4,0.02477265463864867
add_conjunto,full,monetario,F5,0.04675999730836596
add_conjunto,full,monetario,F6,0.09061412647708542
add_conjunto,full,monetario,F7,0.04993958816600671
add_conjunto,full,politica,F1,9.039922793401352e-6
add_conjunto,full,politica,F2,0.01400227265930426
add_conjunto,full,politica,F3,0.08378156571068389
add_conjunto,full,politica,F4,0.019423517140527924
add_conjunto,full,politica,F5,0.021874559097982617
add_conjunto,full,politica,F6,0.045716363582425874
add_conjunto,full,politica,F7,0.0026183931131431052
add_conjunto,full,precos,F1,0.007436891059980225
add_conjunto,full,precos,F2,0.028687953806656882
add_conjunto,full,precos,F3,0.028903838914750877
add_conjunto,full,precos,F4,0.025193632973838302
add_conjunto,full,precos,F5,0.5520427093310764
add_conjunto,full,precos,F6,0.08801648865990348
add_conjunto,full,precos,F7,0.12625006896984065
add_conjunto,full,risco_externo,F1,0.01635656462306021
add_conjunto,full,risco_externo,F2,0.09095065872809577
add_conjunto,full,risco_externo,F3,0.004464114605522633
add_conjunto,full,risco_externo,F4,0.034460258510751914
add_conjunto,full,risco_externo,F5,0.009563640796171452
add_conjunto,full,risco_externo,F6,0.011798347240155646
add_conjunto,full,risco_externo,F7,0.004527227221838801
add_conjunto,full,setor_externo,F1,0.01209321805092648
add_conjunto,full,setor_externo,F2,0.01210884623691992
add_conjunto,full,setor_externo,F3,0.01071227684772816
add_conjunto,full,setor_externo,F4,0.004894189106059441
add_conjunto,full,setor_externo,F5,0.0029392357941020754
add_conjunto,full,setor_externo,F6,0.013468148016358414
add_conjunto,full,setor_externo,F7,0.003332732360122013
add_conjunto,full,trabalho,F1,0.24045524218118502
add_conjunto,full,trabalho,F2,0.02419056782456076
add_conjunto,full,trabalho,F3,0.17192292558083802
add_conjunto,full,trabalho,F4,0.023397191360438472
add_conjunto,full,trabalho,F5,0.03181872849382753
add_conjunto,full,trabalho,F6,0.05010357780415164
add_conjunto,full,trabalho,F7,0.08400534442818665
add_conjunto,full,vendas,F1,0.061288506152137906
add_conjunto,full,vendas,F2,4.201057857390654e-4
add_conjunto,full,vendas,F3,0.004118683715981736
add_conjunto,full,vendas,F4,0.009903032932950698
add_conjunto,full,vendas,F5,0.0010075465887366595
add_conjunto,full,vendas,F6,0.005087847888565474
add_conjunto,full,vendas,F7,0.0037491405176038064
add_conjunto,pre_covid,acoes,F1,0.12764120070878535
add_conjunto,pre_covid,acoes,F2,0.014443010604812297
add_conjunto,pre_covid,acoes,F3,0.213855562146405
add_conjunto,pre_covid,acoes,F4,0.007989325960742446
add_conjunto,pre_covid,acoes,F5,0.1885373952280754
add_conjunto,pre_covid,acoes,F6,0.08935834644854655
add_conjunto,pre_covid,acoes,F7,0.014796194378720023
add_conjunto,pre_covid,atividade_agregada,F1,0.0012738757186609528
add_conjunto,pre_covid,atividade_agregada,F2,0.03644521276658019
add_conjunto,pre_covid,atividade_agregada,F3,0.010518518067701972
add_conjunto,pre_covid,atividade_agregada,F4,0.018071927213162732
add_conjunto,pre_covid,atividade_agregada,F5,0.0017982013501086208
add_conjunto,pre_covid,atividade_agregada,F6,0.005465238531783421
add_conjunto,pre_covid,atividade_agregada,F7,0.0035419553235910227
add_conjunto,pre_covid,cambio,F1,0.14990419864005974
add_conjunto,pre_covid,cambio,F2,0.00458561379330682
add_conjunto,pre_covid,cambio,F3,0.00294207895395206
add_conjunto,pre_covid,cambio,F4,0.03276270013100883
add_conjunto,pre_covid,cambio,F5,0.01383069875430042
add_conjunto,pre_covid,cambio,F6,0.18183442182363196
add_conjunto,pre_covid,cambio,F7,0.01288654053727552
add_conjunto,pre_covid,combustiveis,F1,0.004584628016874512
add_conjunto,pre_covid,combustiveis,F2,0.11752649221487896
add_conjunto,pre_covid,combustiveis,F3,0.017491846695439107
add_conjunto,pre_covid,combustiveis,F4,0.04343848320381904
add_conjunto,pre_covid,combustiveis,F5,0.01909025697943918
add_conjunto,pre_covid,combustiveis,F6,0.01911448803750215
add_conjunto,pre_covid,combustiveis,F7,0.06517069406785493
add_conjunto,pre_covid,commodities,F1,0.04982150375287243
add_conjunto,pre_covid,commodities,F2,0.0015333422299214985
add_conjunto,pre_covid,commodities,F3,0.004154252691048221
add_conjunto,pre_covid,commodities,F4,0.036863942733900354
add_conjunto,pre_covid,commodities,F5,0.0038958864725111954
add_conjunto,pre_covid,commodities,F6,0.05978307664010407
add_conjunto,pre_covid,commodities,F7,0.004894922097934859
add_conjunto,pre_covid,confianca,F1,0.009000690955557406
add_conjunto,pre_covid,confianca,F2,0.0023530138603709023
add_conjunto,pre_covid,confianca,F3,0.01617477791145045
add_conjunto,pre_covid,confianca,F4,0.008152317648074489
add_conjunto,pre_covid,confianca,F5,0.022351585486626385
add_conjunto,pre_covid,confianca,F6,0.028493754332977926
add_conjunto,pre_covid,confianca,F7,0.018718462489688465
add_conjunto,pre_covid,credito,F1,0.0017703471938114099
add_conjunto,pre_covid,credito,F2,0.01990775244113647
add_conjunto,pre_covid,credito,F3,0.01830780719575426
add_conjunto,pre_covid,credito,F4,0.05927053760463174
add_conjunto,pre_covid,credito,F5,0.010270921217930417
add_conjunto,pre_covid,credito,F6,0.003573183777125499
add_conjunto,pre_covid,credito,F7,0.007860510593446295
add_conjunto,pre_covid,credito_existente,F1,0.11765346071335789
add_conjunto,pre_covid,credito_existente,F2,0.029461274294788623
add_conjunto,pre_covid,credito_existente,F3,0.1477328982254024
add_conjunto,pre_covid,credito_existente,F4,0.0903287445907319
add_conjunto,pre_covid,credito_existente,F5,0.05075312527738294
add_conjunto,pre_covid,credito_existente,F6,0.10837399651326446
add_conjunto,pre_covid,credito_existente,F7,0.03358243701602208
add_conjunto,pre_covid,curva,F1,0.20583274319243589
add_conjunto,pre_covid,curva,F2,0.005670229841265807
add_conjunto,pre_covid,curva,F3,0.047583858370424094
add_conjunto,pre_covid,curva,F4,0.10046220046427194
add_conjunto,pre_covid,curva,F5,0.003903765323548899
add_conjunto,pre_covid,curva,F6,0.007460141192237408
add_conjunto,pre_covid,curva,F7,0.01775578056869927
add_conjunto,pre_covid,energia,F1,0.008263271982697459
add_conjunto,pre_covid,energia,F2,0.02620785210129269
add_conjunto,pre_covid,energia,F3,0.041283616713334394
add_conjunto,pre_covid,energia,F4,0.003475565389375035
add_conjunto,pre_covid,energia,F5,0.045945232433769134
add_conjunto,pre_covid,energia,F6,0.010608700437241408
add_conjunto,pre_covid,energia,F7,0.0037818151245222116
add_conjunto,pre_covid,epu,F1,0.006293654915909607
add_conjunto,pre_covid,epu,F2,0.006116274838677379
add_conjunto,pre_covid,epu,F3,0.006213965862402553
add_conjunto,pre_covid,epu,F4,0.014398463059091812
add_conjunto,pre_covid,epu,F5,0.04476269314449675
add_conjunto,pre_covid,epu,F6,0.04856866982742101
add_conjunto,pre_covid,epu,F7,0.0457880032767909
add_conjunto,pre_covid,eua,F1,0.03214620662499162
add_conjunto,pre_covid,eua,F2,9.018747995468831e-4
add_conjunto,pre_covid,eua,F3,0.030045917692032166
add_conjunto,pre_covid,eua,F4,0.006128048467886692
add_conjunto,pre_covid,eua,F5,0.03560441382238576
add_conjunto,pre_covid,eua,F6,0.007550739315563905
add_conjunto,pre_covid,eua,F7,0.1761155144135541
add_conjunto,pre_covid,expectativas,F1,0.03155895502851194
add_conjunto,pre_covid,expectativas,F2,5.721112490024386e-4
add_conjunto,pre_covid,expectativas,F3,0.04725377294518605
add_conjunto,pre_covid,expectativas,F4,0.03207246662481723
add_conjunto,pre_covid,expectativas,F5,0.07308496175489212
add_conjunto,pre_covid,expectativas,F6,0.03395021893326529
add_conjunto,pre_covid,expectativas,F7,0.038874584755478954
add_conjunto,pre_covid,fiscal,F1,0.04599249011522076
add_conjunto,pre_covid,fiscal,F2,0.008552796584646465
add_conjunto,pre_covid,fiscal,F3,0.03982374707148966
add_conjunto,pre_covid,fiscal,F4,0.02568803164994319
add_conjunto,pre_covid,fiscal,F5,0.006157190492327066
add_conjunto,pre_covid,fiscal,F6,0.008964894085535876
add_conjunto,pre_covid,fiscal,F7,0.0022392411792605963
add_conjunto,pre_covid,imoveis,F1,0.004613195843592757
add_conjunto,pre_covid,imoveis,F2,0.001157302722832756
add_conjunto,pre_covid,imoveis,F3,0.012036247719338302
add_conjunto,pre_covid,imoveis,F4,0.051769709451600934
add_conjunto,pre_covid,imoveis,F5,0.006276530449312679
add_conjunto,pre_covid,imoveis,F6,0.006674519382975159
add_conjunto,pre_covid,imoveis,F7,6.824762426033135e-4
add_conjunto,pre_covid,industria,F1,0.02024855474882866
add_conjunto,pre_covid,industria,F2,0.38208203894640874
add_conjunto,pre_covid,industria,F3,0.01914904334097667
add_conjunto,pre_covid,industria,F4,0.08246188936940911
add_conjunto,pre_covid,industria,F5,0.04383368643512201
add_conjunto,pre_covid,industria,F6,0.0558021212085397
add_conjunto,pre_covid,industria,F7,0.06418272574048436
add_conjunto,pre_covid,monetario,F1,0.011359112469268582
add_conjunto,pre_covid,monetario,F2,0.04924359516601365
add_conjunto,pre_covid,monetario,F3,0.06538086538842927
add_conjunto,pre_covid,monetario,F4,0.0824552160417629
add_conjunto,pre_covid,monetario,F5,0.014541078532529323
add_conjunto,pre_covid,monetario,F6,0.16640656676773863
add_conjunto,pre_covid,monetario,F7,0.007540102559123126
add_conjunto,pre_covid,politica,F1,0.012884314249565123
add_conjunto,pre_covid,politica,F2,0.004059884017443
add_conjunto,pre_covid,politica,F3,0.013160390696539907
add_conjunto,pre_covid,politica,F4,0.1239851914330097
add_conjunto,pre_covid,politica,F5,0.018874680514353342
add_conjunto,pre_covid,politica,F6,0.004790808455348477
add_conjunto,pre_covid,politica,F7,0.0053939840729412564
add_conjunto,pre_covid,precos,F1,0.04749625735861482
add_conjunto,pre_covid,precos,F2,0.04012719787075567
add_conjunto,pre_covid,precos,F3,0.09110813311216018
add_conjunto,pre_covid,precos,F4,0.0746803650425926
add_conjunto,pre_covid,precos,F5,0.3008796109270584
add_conjunto,pre_covid,precos,F6,0.05558854096875723
add_conjunto,pre_covid,precos,F7,0.15956159130050188
add_conjunto,pre_covid,risco_externo,F1,0.08226543591077973
add_conjunto,pre_covid,risco_externo,F2,0.0023111233068378698
add_conjunto,pre_covid,risco_externo,F3,0.007024104576031568
add_conjunto,pre_covid,risco_externo,F4,0.014266295519442697
add_conjunto,pre_covid,risco_externo,F5,0.003299031439359155
add_conjunto,pre_covid,risco_externo,F6,0.015996635999967337
add_conjunto,pre_covid,risco_externo,F7,0.01667905741549877
add_conjunto,pre_covid,setor_externo,F1,0.013019097621673763
add_conjunto,pre_covid,setor_externo,F2,0.023867893827191466
add_conjunto,pre_covid,setor_externo,F3,0.024739568566566943
add_conjunto,pre_covid,setor_externo,F4,0.012906323469087363
add_conjunto,pre_covid,setor_externo,F5,0.005249649669501995
add_conjunto,pre_covid,setor_externo,F6,0.012348092581633526
add_conjunto,pre_covid,setor_externo,F7,0.026421934115451223
add_conjunto,pre_covid,trabalho,F1,0.015668576097597
add_conjunto,pre_covid,trabalho,F2,0.15839126513086296
add_conjunto,pre_covid,trabalho,F3,0.10760444651046465
add_conjunto,pre_covid,trabalho,F4,0.06845865952301795
add_conjunto,pre_covid,trabalho,F5,0.08420994664226944
add_conjunto,pre_covid,trabalho,F6,0.062040789905598866
add_conjunto,pre_covid,trabalho,F7,0.25951758821661136
add_conjunto,pre_covid,vendas,F1,7.082281403348341e-4
add_conjunto,pre_covid,vendas,F2,0.06448284739142685
add_conjunto,pre_covid,vendas,F3,0.01641457954746766
add_conjunto,pre_covid,vendas,F4,0.009913595408618619
add_conjunto,pre_covid,vendas,F5,0.002849457652699722
add_conjunto,pre_covid,vendas,F6,0.007252054833238336
add_conjunto,pre_covid,vendas,F7,0.014013884513945245
