sample,r,q,p,instrument,mp_var,n_obs_align,wald_mp,f_robust_mp,fs_beta,fs_se,fs_p,impact_mp_pre,sign_mp,score_hard,n_hard_avail,score_ext,n_ext_avail,fx_channel,risk_channel,yield_ordering_ok,magnitude_flag,h0_yield6m,h0_yield2y,h0_yield5y,h0_ibov,h0_cambio,dfm_max_eig,failure_class,err_msg,denom_ratio
full,8,8,6,z_jk_raw_purif,yield_3m,147,11.16968582254772,11.960175006012072,8.486441576209671e-5,2.4538999879758706e-5,8.088079837654138e-4,4.6893357540690346e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.007257604701859218,0.012295154208136901,0.012608236783999754,-3.63247853151812,0.14428541831378358,0.9756215404505565,ok,NA,2.022505364677155
full,8,8,6,z_jk_raw_purif,yield_6m,147,11.26813939983459,13.288685055143887,1.2318247657152134e-4,3.3791535517856326e-5,4.315184621923314e-4,6.806669043465594e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.008470531747883146,0.008686224520308908,-2.502532640409286,0.09940291889748505,0.9756215404505565,ok,NA,1.6671470767933565
full,8,8,6,z_jk_raw_purif,yield_1y,147,10.243258899912542,11.882634284051043,1.690470259118268e-4,4.90400798962129e-5,8.393185725618963e-4,9.340997114091196e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003643438147088983,0.006172371699273155,0.0063295443542946365,-1.823564577280502,0.07243367732861787,0.9756215404505565,ok,NA,1.319871129154801
full,8,8,6,z_jk_raw_purif,yield_2y,147,9.173746572487,10.181988540338535,2.086842157172603e-4,6.539933006645992e-5,0.0019112177930264921,1.1531221246001743e-4,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0029514085708075765,0.005,0.005127319499439729,-1.4771992567259364,0.05867572535946556,0.9756215404505565,weak_xi_mp,NA,1.154250343811537
full,8,8,6,z_jk_raw_purif,juros_selic,147,1.6069740168299722,1.0672011893892237,0.001931611931145854,0.0018698067746835934,0.30414727744128556,0.0010673468745021884,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,TRUE,0.031885927649529265,0.05401815249320853,0.055393665320427374,-15.959114942535185,0.6339108560234467,0.9756215404505565,negative_control,NA,3.0908828653295055
full,8,8,6,z_jk_raw,yield_3m,147,11.01034035877225,11.558474617237072,8.335308669803387e-5,2.4517231355645378e-5,9.802789073173948e-4,4.5197869655171255e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.007260861204128559,0.012248881893610399,0.012494991846407885,-3.291541224113109,0.1455767805834443,0.9756215404505565,ok,NA,1.9493791582366808
full,8,8,6,z_jk_raw,yield_6m,147,11.110777383307482,12.804756735991976,1.2104303869044784e-4,3.382627316339001e-5,5.417683458167285e-4,6.563509165769848e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.008434868501993695,0.008604345610754256,-2.266632794358831,0.10024759907314348,0.9756215404505565,ok,NA,1.6075902984770876
full,8,8,6,z_jk_raw,yield_1y,147,10.102393713060263,11.469437627688954,1.6592391262790449e-4,4.899343823479107e-5,0.0010231146168625995,8.997156161421336e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003647546540268659,0.006153315084413639,0.006276950212756502,-1.6535297214246076,0.07313155663389682,0.9756215404505565,ok,NA,1.2712868355395701
full,8,8,6,z_jk_raw,yield_2y,147,9.027708041391115,9.82682470251253,2.0419642288801865e-4,6.513906574316242e-5,0.0022758602300857263,1.1072467344979802e-4,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.002963887343838367,0.005,0.0051004622115451495,-1.3436088504658263,0.05942451802861455,0.9756215404505565,weak_xi_mp,NA,1.1083300690476598
full,8,8,6,z_jk_raw,juros_selic,147,1.6794871727608693,1.1135252038672632,0.0019361732601248657,0.0018348230706228502,0.293938170820868,0.0010498820152990435,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,TRUE,0.03125831793537452,0.052731960275679036,0.05379147414536017,-14.170225705762945,0.626714264817255,0.9756215404505565,negative_control,NA,3.0403071477760437
full,8,8,6,z_bs_purif,yield_3m,147,6.711260507310582,4.781237471325161,4.2513842876997125e-5,1.9442862546828624e-5,0.031176143724488955,2.383296244607662e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.007039311844460997,0.012409636688725047,0.013830661503047395,-6.463958349840613,0.185024152602882,0.9756215404505565,weak_xi_mp,NA,1.027913054882304
full,8,8,6,z_bs_purif,yield_6m,147,5.971521735250499,4.285346839497242,5.9853639543685525e-5,2.891329417790708e-5,0.04109960588727941,3.3553530967052256e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.008814524035108478,0.009823873276711194,-4.591328309262851,0.13142204571351063,0.9756215404505565,weak_xi_mp,NA,0.8218215210789144
full,8,8,6,z_bs_purif,yield_1y,147,5.407187789028318,3.7988195166293153,8.250305651118888e-5,4.232975043433755e-5,0.05417745782869079,4.6250635427082045e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0036273589170414938,0.006394688471645461,0.007126942866032798,-3.3308791367339303,0.09534298588294754,0.9756215404505565,weak_xi_mp,NA,0.6535156542675904
full,8,8,6,z_bs_purif,yield_2y,147,5.165947687165492,3.515614681514622,1.0551626886970163e-4,5.627542598243091e-5,0.06380145631531492,5.915168103436774e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0028362280141757345,0.005,0.005572548919024132,-2.604410794601882,0.07454857754658858,0.9756215404505565,weak_xi_mp,NA,0.5920955527119284
full,8,8,6,z_bs_purif,juros_selic,147,1.857139238078851,1.235450973142923,0.0013302005301935233,0.001196752542171457,0.26909697495776613,7.4570109726969e-4,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,TRUE,0.022497976126027677,0.03966179026083353,0.044203453288913945,-20.659118937710126,0.5913460093792561,0.9756215404505565,negative_control,NA,2.1594430070198984
full,8,8,6,z_jk_bs_purif,yield_3m,147,12.090086262729429,11.779288447806278,8.841744610923151e-5,2.5761932500588668e-5,8.81835930563384e-4,4.920944313314464e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.007214331474925666,0.012154284131017054,0.012483784334176046,-3.4339836145036933,0.14504704314954067,0.9756215404505565,ok,NA,2.122397882113673
full,8,8,6,z_jk_bs_purif,yield_6m,147,11.616311501254282,12.436652925260525,1.2757455288009423e-4,3.617531301778189e-5,6.447821703616573e-4,7.100264689180202e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.008423707846846814,0.008652072875750884,-2.3799735474027934,0.10052701601920445,0.9756215404505565,ok,NA,1.7390570109163115
full,8,8,6,z_jk_bs_purif,yield_1y,147,10.329912462029386,11.08708223392318,1.7446300449508058e-4,5.239558733336937e-5,0.0012301784311048443,9.709879301290175e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0036562064619262424,0.006159763012604022,0.006326752951475429,-1.7403349326455233,0.07350950511351564,0.9756215404505565,ok,NA,1.3719937176747075
full,8,8,6,z_jk_bs_purif,yield_2y,147,9.202905939587254,9.685605325608318,2.1493015243168815e-4,6.906117491692786e-5,0.0024401806505985036,1.1962111075387322e-4,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.002967814227954033,0.005,0.005135548996389727,-1.4126638712272483,0.059669101687111585,0.9756215404505565,weak_xi_mp,NA,1.197381485180076
full,8,8,6,z_jk_bs_purif,juros_selic,147,2.2989781514756853,1.4738241672658854,0.002235659118644599,0.0018415467503575692,0.22769080833252917,0.0012442741235858205,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,TRUE,0.02853175419544309,0.048068632340091684,0.049371763314396924,-13.580964049230646,0.5736424222122622,0.9756215404505565,negative_control,NA,3.6032387035920577
pre_covid,5,4,6,z_bruto,yield_3m,78,8.529098778145006,5.638775694511966,4.291763281477938e-5,1.807354522916745e-5,0.021794631969380862,3.122238420577808e-5,1,4,4,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.005982440761839575,0.006490359924877243,0.0061339081784831575,-13.256476031236664,-0.011580216561313693,0.9978851969506575,weak_xi_mp,NA,0.8035340860362009
pre_covid,5,4,6,z_bruto,yield_6m,78,8.253094327890796,5.161914153206206,5.1350439190558394e-05,2.2601578611541437e-5,0.027808992219302445,3.735721279089259e-5,1,3,3,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.005424508309616328,0.00512659332760113,-11.079487920545956,-0.009678504996807377,0.9978851969506575,weak_xi_mp,NA,0.7862640755859422
pre_covid,5,4,6,z_bruto,yield_1y,78,5.678188785446859,3.2626678894809436,5.4772592063137446e-5,3.032332772320391e-5,0.07741854284283355,3.984681356313891e-5,1,4,4,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.004687603530919549,0.005085588861131986,0.004806287396810331,-10.387249339426344,-0.009073798839411352,0.9978851969506575,weak_xi_mp,NA,0.749065997881461
pre_covid,5,4,6,z_bruto,yield_2y,78,2.5888319138449827,1.4344753170508686,5.5710176818320294e-5,4.651446144762091e-5,0.23717064909641172,4.052890224166045e-5,1,3,3,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.004608712637729968,0.005,0.004725399091483492,-10.212435199799335,-0.008921089658623762,0.9978851969506575,weak_xi_mp_severe,NA,0.6415932613972576
pre_covid,5,4,6,z_bruto,juros_selic,78,8.346448081323036,5.963819345238251,0.004313058374177395,0.001766131743354417,0.018505090326331824,0.00313773050442183,1,4,4,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.005952903338614826,0.006458314725331782,0.006103622907119452,-13.191024126472131,-0.011523040941658983,0.9978851969506575,negative_control,NA,0.98582194796600775
pre_covid,5,4,6,z_bruto_purif,yield_3m,78,9.224719162984837,6.101933128763927,4.391202905221698e-5,1.77766443256581e-5,0.01727223790606827,3.248291886916111e-5,1,4,4,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.005948169677509488,0.0063464819360809456,0.005932264012900562,-12.991928541084869,-0.01565633003926904,0.9978851969506575,weak_xi_mp,NA,0.8359749964414667
pre_covid,5,4,6,z_bruto_purif,yield_6m,78,8.774546763125285,5.496504078628207,5.223923993726129e-5,2.2281969334342823e-5,0.023427286647648208,3.864278261090898e-5,1,3,3,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.005334819179820566,0.00498662978237737,-10.920946480568976,-0.01316062830089304,0.9978851969506575,weak_xi_mp,NA,0.8133216982141165
pre_covid,5,4,6,z_bruto_purif,yield_1y,78,5.887805476811713,3.3971860727965177,5.529539859070323e-5,3.0000557514020542e-5,0.07175650196657309,4.090350605580064e-5,1,4,4,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.004723651630032939,0.005039965462938081,0.004711020379979533,-10.317349328888426,-0.012433244665154209,0.9978851969506575,weak_xi_mp,NA,0.7689303821493596
pre_covid,5,4,6,z_bruto_purif,yield_2y,78,2.6245463800595084,1.461943272979999,5.573737983130538e-5,4.6097915597417446e-5,0.23279928689882223,4.123045156686278e-5,1,3,3,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.004686194443958804,0.005,0.0046736633560512655,-10.235535744002757,-0.01233465264453039,0.9978851969506575,weak_xi_mp_severe,NA,0.6526991462027171
pre_covid,5,4,6,z_bruto_purif,juros_selic,78,9.06455995518143,6.458321882397218,0.0044068984231732285,0.0017340962422743083,0.014479179352971003,0.003259902287237557,1,4,4,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.005926984799850381,0.006323878437749354,0.005911135784526377,-12.945656758062366,-0.015600568779174758,0.9978851969506575,negative_control,NA,1.0242062594140915
pre_covid,5,4,6,z_jk,yield_3m,78,9.285897208937882,11.211335970146434,7.938990773623883e-5,2.3710276227577776e-5,0.0016290587831024191,5.928903976607348e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006610275271705576,0.010697837341173458,0.012981470142773111,-18.763005517987725,0.13516388873810523,0.9978851969506575,weak_xi_mp,NA,1.5258528646117717
pre_covid,5,4,6,z_jk,yield_6m,78,10.743153002125249,14.03919337772991,1.0495782878636532e-4,2.8011976931391557e-5,4.980664882269718e-4,7.8383374689768807e-05,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.008091824395698133,0.009819160026768178,-14.19230270053982,0.10223771566416963,0.9978851969506575,ok,NA,1.6497491926587886
pre_covid,5,4,6,z_jk,yield_1y,78,11.20480643414162,14.310629712203726,1.3294473285137571e-4,3.514323716884741e-5,4.461557557717651e-4,9.928422613744917e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003947423359137371,0.006388371327523291,0.00775207633135453,-11.204605440011857,0.08071510939951759,0.9978851969506575,ok,NA,1.8664086604489463
pre_covid,5,4,6,z_jk,yield_2y,78,9.167195457654058,9.449539211748816,1.698600638985861e-4,5.525683011277468e-5,0.003545959405741436,1.2685290070636377e-4,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003089538128545002,0.005,0.00606733385859705,-8.769532065033994,0.06317346414395893,0.9978851969506575,weak_xi_mp,NA,2.008146329663924
pre_covid,5,4,6,z_jk,juros_selic,78,6.813696402446517,5.972899524906502,0.006411275541392995,0.0026233234270173697,0.018421210068827226,0.004787993604775919,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.008185409292483504,0.013246978920338444,0.016074768745498166,-23.233961281347476,0.16737150956795607,0.9978851969506575,negative_control,NA,1.5043067515381565
pre_covid,5,4,6,z_jk_purif,yield_3m,78,9.882559484179193,11.80750977727913,7.961970856862265e-5,2.3170821238604715e-5,0.0012611651930651163,5.943780481167369e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006598439762001351,0.010577842238776057,0.01277341974049149,-18.612161515652893,0.13047666640418135,0.9978851969506575,weak_xi_mp,NA,1.5296814570780826
pre_covid,5,4,6,z_jk_purif,yield_6m,78,11.314901549317156,14.684848508844302,1.0507317017162839e-4,2.741934652975217e-5,3.8371903803644257e-4,7.843935492708459e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.008015411688450214,0.009679121278071063,-14.10345641316251,0.09886933207722949,0.9978851969506575,ok,NA,1.6509274189303937
pre_covid,5,4,6,z_jk_purif,yield_1y,78,11.547650509211367,14.83126840720524,1.3254021366792084e-4,3.441585149801593e-5,3.618502285204822e-4,9.89440867257412e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003963822271891155,0.006354333473811129,0.007673263298870732,-11.180718928227938,0.07838009209894496,0.9978851969506575,ok,NA,1.860014501291248
pre_covid,5,4,6,z_jk_purif,yield_2y,78,9.271407138666826,9.759727637742472,1.684409432672227e-4,5.3917384385900245e-5,0.0030845875983931213,1.2574474446340974e-4,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0031189913845627772,0.005,0.006037819175288381,-8.797711809042102,0.061674518989270996,0.9978851969506575,weak_xi_mp,NA,1.9906036492869614
pre_covid,5,4,6,z_jk_purif,juros_selic,78,7.590679490105263,6.495716187711269,0.006517265916977334,0.0025571247795333077,0.01421541919890285,0.004865277535463066,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.00806113878965169,0.012922669215358713,0.015604947996880338,-22.73798391206124,0.15939988158294174,0.9978851969506575,negative_control,NA,1.5285880577207955
pre_covid,5,4,6,z_jk_raw_purif,yield_3m,78,7.294751128994606,6.754113151267762,7.063313560862847e-5,2.7178427167304434e-5,0.012527267372293985,4.3861105514002245e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006312191435786537,0.009846720698587613,0.011976492062848072,-17.242924609366575,0.11920341650653522,0.9978851969506575,weak_xi_mp,NA,1.1288021151571397
pre_covid,5,4,6,z_jk_raw_purif,yield_6m,78,7.795068578011273,7.261611860774302,8.916997473430201e-5,3.309040843497081e-5,0.009802528341672617,5.5371938917922925e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.007799763995402851,0.009486794075151279,-13.658429710804551,0.09442316326998546,0.9978851969506575,weak_xi_mp,NA,1.1654233042063544
pre_covid,5,4,6,z_jk_raw_purif,yield_1y,78,7.527471669176806,6.642606429235544,1.0962542925904788e-4,4.253456995059677e-5,0.013227930704400138,6.80741762108925e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.004067029672631051,0.006344374321764544,0.007716614600356141,-11.109847783077532,0.07680436136054346,0.9978851969506575,weak_xi_mp,NA,1.2797020934326808
pre_covid,5,4,6,z_jk_raw_purif,yield_2y,78,5.924221928467001,4.632692263842967,1.3910095168068754e-4,6.462690756375175e-5,0.03664901935168917,8.637761110553223e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003205225185625475,0.005,0.006081462260103483,-8.755668581033204,0.06052950020387674,0.9978851969506575,weak_xi_mp,NA,1.3674017838049368
pre_covid,5,4,6,z_jk_raw_purif,juros_selic,78,4.13440993793893,3.055383066512805,0.005002246687342458,0.002861753822649709,0.08714231058771998,0.003106248474883302,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.00891299253193246,0.013903847648372257,0.01691114494876089,-24.347496402065076,0.16831858981336392,0.9978851969506575,negative_control,NA,0.9759308258183734
pre_covid,5,4,6,z_jk_raw,yield_3m,78,6.78352317653505,6.300711189801109,6.948546395529786e-5,2.768210904931599e-5,0.01564972972531798,4.291929702340327e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006400110587956792,0.010315106897493103,0.012692366423726398,-17.970372508008285,0.1342260563804781,0.9978851969506575,weak_xi_mp,NA,1.104563888514136
pre_covid,5,4,6,z_jk_raw,yield_6m,78,7.508781163009708,7.0479096920226825,8.894293071387269e-5,3.35028127665278e-5,0.01086388410907497,5.493764946142914e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.00805853801722054,0.009915739930814524,-14.039110934913742,0.10486229459304483,0.9978851969506575,weak_xi_mp,NA,1.1562827347543942
pre_covid,5,4,6,z_jk_raw,yield_1y,78,7.623300542015397,6.800521757444682,1.112580752725657e-4,4.2663887482218657e-05,0.01224741562377727,6.87211124034264e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003997144948623531,0.006442228905764752,0.007926929955263983,-11.223272271331167,0.08382995822673234,0.9978851969506575,weak_xi_mp,NA,1.2918636155543475
pre_covid,5,4,6,z_jk_raw,yield_2y,78,6.258295694956977,4.925305543063228,1.4334999770411727e-4,6.459235243123533e-5,0.03143762112441911,8.854342735233245e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0031022996909087887,0.005,0.006152319384499567,-8.710705902803419,0.06506285282079785,0.9978851969506575,weak_xi_mp,NA,1.4016877632545195
pre_covid,5,4,6,z_jk_raw,juros_selic,78,3.6811776024913563,2.726864691984819,0.004845451044886516,0.0029342858261363117,0.10548446968689347,0.0029929044259035835,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.009177982595425344,0.014792224333324715,0.01820129770115596,-25.77014316317679,0.1924848629382661,0.9978851969506575,negative_control,NA,0.9403200392966896
pre_covid,5,4,6,z_bs_purif,yield_3m,78,8.955454554992462,6.0160371324048,4.479977864344373e-5,1.826503942897779e-5,0.018028241963023627,3.356414177601239e-5,1,4,4,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.005976102224597224,0.006316764426314122,0.005799886677551266,-13.166214226673429,-0.01903641800982906,0.9978851969506575,weak_xi_mp,NA,0.8638011693093723
pre_covid,5,4,6,z_bs_purif,yield_6m,78,8.597102530805907,5.473499329978149,5.354561136250815e-5,2.2887130551690538e-5,0.0237034042132153,4.0116548466864854e-5,1,3,3,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.005285020393656216,0.00485256648863814,-11.015720390861286,-0.015927118792811543,0.9978851969506575,weak_xi_mp,NA,0.8443403171579198
pre_covid,5,4,6,z_bs_purif,yield_1y,78,5.793974309491896,3.376051416210122,5.6673880125498765e-5,3.084454876200214e-5,0.07261483578395557,4.24602577318195e-5,1,4,4,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.004724011417952572,0.0049932993367488325,0.004584715899740118,-10.407677780680336,-0.01504797820646574,0.9978851969506575,weak_xi_mp,NA,0.7981952001705787
pre_covid,5,4,6,z_bs_purif,yield_2y,78,2.5373216032356387,1.4185459304571943,5.6597929608325187e-05,4.752026387730248e-5,0.23975247793337467,4.240335535409575e-5,1,3,3,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.0047303507153933265,0.005,0.004590868272204621,-10.421644166296707,-0.015068171555146115,0.9978851969506575,weak_xi_mp_severe,NA,0.6712668133373689
pre_covid,5,4,6,z_bs_purif,juros_selic,78,9.099475677637695,6.693993136198567,0.004589853104481266,0.0017740103736386009,0.012899980710467687,0.0034387330695532675,1,4,4,3,3,apreciacao,fiscal_dominance,FALSE,FALSE,0.00583304194531105,0.006165549127604204,0.005661044774127405,-12.851031819542422,-0.01858071039728432,0.9978851969506575,negative_control,NA,1.080391871891108
pre_covid,5,4,6,z_jk_bs_purif,yield_3m,78,7.181158990557972,6.088138795281317,7.170108288880222e-5,2.9059185842163497e-5,0.017391323327730517,4.334135390247963e-5,1,4,4,1,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0064465826923502355,0.010651936059880492,0.013256429418368776,-18.31801886323254,0.1461214990491817,0.9978851969506575,weak_xi_mp,NA,1.1154258741443417
pre_covid,5,4,6,z_jk_bs_purif,yield_6m,78,7.88931536604886,6.963269997083333,9.244539199473767e-5,3.503310661834165e-5,0.011317499938166019,5.588072438615031e-5,1,3,3,1,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.008261691944571261,0.01028174930114475,-14.207541993504103,0.11333252517071961,0.9978851969506575,weak_xi_mp,NA,1.1761318048133615
pre_covid,5,4,6,z_jk_bs_purif,yield_1y,78,7.86531114459243,7.008128758426775,1.169949311112172e-4,4.4194274600110524e-5,0.011074624890298338,7.072025288589358e-5,1,4,4,1,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0039508289426165724,0.006528106329918866,0.008124286543938078,-11.22631362227527,0.08955148411686004,0.9978851969506575,weak_xi_mp,NA,1.3294447425378557
pre_covid,5,4,6,z_jk_bs_purif,yield_2y,78,6.4424935252047835,5.344307085863765,1.5275107007109112e-4,6.60752110296455e-5,0.025320511920316754,9.233386610357296e-5,1,3,3,1,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003026014546139964,0.005,0.0062225445890056845,-8.598445747447558,0.06858917394347423,0.9978851969506575,weak_xi_mp,NA,1.4616923482796509
pre_covid,5,4,6,z_jk_bs_purif,juros_selic,78,3.9719663635424864,2.7068537412218068,0.004894618048906818,0.0029749961784677724,0.1067351140261282,0.0029586634473017554,1,4,4,1,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.009443575685688831,0.015603982634080886,0.01941929554132774,-26.833999624651668,0.214052855819985,0.9978851969506575,negative_control,NA,0.9295621019346546
pre_covid,6,5,6,z_bruto,yield_3m,78,10.527536259846054,6.293036798176972,4.881665146417572e-5,1.9459776608751673e-5,0.01627627440571945,3.134314232360158e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006093877210768749,0.007265809250229931,0.007269103225977068,-12.903854947860932,0.024417028329974683,0.9979892527647722,ok,NA,0.8066418968682386
pre_covid,6,5,6,z_bruto,yield_6m,78,10.998382750200568,6.064635804931074,5.949653597271584e-5,2.4159576548329132e-5,0.018194372225698065,3.8200252143935424e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.005961565189884539,0.005964267882795149,-10.587557397003325,0.020034066560141967,0.9979892527647722,ok,NA,0.8040076787105414
pre_covid,6,5,6,z_bruto,yield_1y,78,8.376669528025724,4.0602403505201705,6.578762926059604e-5,3.264888580599543e-5,0.050659667635319476,4.223950158810897e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.004521863505450233,0.005391476813500277,0.005393921055188063,-9.5750978810738,0.01811826288881337,0.9979892527647722,weak_xi_mp,NA,0.7940452843732975
pre_covid,6,5,6,z_bruto,yield_2y,78,4.303531129761984,1.9776568652382143,7.093849555472944e-5,5.0443649943345384e-5,0.16735898240878483,4.554665868521953e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.004193529585555735,0.005,0.005002266764536264,-8.87984703662058,0.016802690167789628,0.9979892527647722,weak_xi_mp,NA,0.7210269135185068
pre_covid,6,5,6,z_bruto,juros_selic,78,9.411019726849778,6.318122594056259,0.004817917714306647,0.0019167494800237384,0.016079253919039943,0.003093384656539657,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0061745072768718086,0.007361945529297549,0.0073652830887062926,-13.074590038418995,0.02474009795218615,0.9979892527647722,negative_control,NA,0.9718892312837434
pre_covid,6,5,6,z_bruto_purif,yield_3m,78,11.300274756888122,6.755105500125346,4.996666973395196e-5,1.922491094521225e-5,0.013028428041029215,3.257590983264478e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006058778787485572,0.007100641527590388,0.0070290358956841895,-12.635923279105912,0.01922026577374015,0.9979892527647722,ok,NA,0.8383681964085162
pre_covid,6,5,6,z_bruto_purif,yield_6m,78,11.586989512350753,6.398728928059697,6.0547399733073066e-5,2.3935838201136267e-5,0.01546334466068222,3.947404629541417e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.00585979598913298,0.005800703526429028,-10.427780681814504,0.015861501507069106,0.9979892527647722,ok,NA,0.8308174566938545
pre_covid,6,5,6,z_bruto_purif,yield_1y,78,8.601396220706528,4.197443812499632,6.642507167167803e-5,3.2421983916891857e-5,0.04708533247951915,4.330601092538315e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0045575712761247505,0.005341287576804698,0.005287423954673695,-9.5050707418332685,0.014457984732965518,0.9979892527647722,weak_xi_mp,NA,0.8140942119922979
pre_covid,6,5,6,z_bruto_purif,yield_2y,78,4.330069583150037,2.0091053434987263,7.095908202165834e-5,5.006181997590615e-5,0.1641003509757917,4.626197163134351e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.00426636013375937,0.005,0.004949578054582839,-8.8977335568959,0.01353417553826476,0.9979892527647722,weak_xi_mp,NA,0.7323506834860933
pre_covid,6,5,6,z_bruto_purif,juros_selic,78,10.161099872330785,6.790307394297008,0.004933522972169662,0.0018932694940877307,0.012811272552413622,0.0032164240753769515,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006136324901558259,0.007191522409233583,0.0071190002991566494,-12.7976500531613,0.019466265334786403,0.9979892527647722,negative_control,NA,1.010546139320891
pre_covid,6,5,6,z_jk,yield_3m,78,10.849512127045742,9.329190856405699,8.026676512008396e-5,2.627929871820554e-5,0.004001494653298881,5.416008670360002e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006601392113761766,0.010384095277641683,0.012593650859461066,-20.220965980720237,0.11146244305446855,0.9979892527647722,ok,NA,1.3938549818038826
