var,h,point,lo68,hi68,lo90,hi90,sign,sig68,sig90
price_core_ipca_ex1,13,-0.06772537839830135,-0.13274804780032298,-0.02641700174242813,-0.18678670500634434,0.005941987484792312,-1,TRUE,FALSE
price_core_ipca_ex1,14,-0.05669723008696556,-0.1238976982771781,-0.017049273129893613,-0.18277442876951414,0.01502966720199728,-1,TRUE,FALSE
price_core_ipca_ex1,15,-0.05115953988654065,-0.1205717186168822,-0.0113051137100288,-0.18108454526888204,0.022235618625802662,-1,TRUE,FALSE
price_core_ipca_ex1,16,-0.044163226095988835,-0.11822341501953723,-0.004833498481389157,-0.16893481778122305,0.035579373403513935,-1,TRUE,FALSE
price_core_ipca_ex1,17,-0.036915247616449924,-0.11168733517696075,0.0027109614610948316,-0.1647373557225437,0.04398024196008337,-1,FALSE,FALSE
price_core_ipca_ex1,18,-0.03184448207961949,-0.106358712339294,0.008717256052387578,-0.1581233475280176,0.05641784798004203,-1,FALSE,FALSE
price_core_ipca_ex1,19,-0.02661326226278762,-0.09979971807696045,0.01582117586091441,-0.1506271016901239,0.06383256140983441,-1,FALSE,FALSE
price_core_ipca_ex1,20,-0.020295099643684172,-0.09231431498743556,0.024044742757037565,-0.14019226942903548,0.07163446032355457,-1,FALSE,FALSE
price_core_ipca_ex1,21,-0.01405730007511184,-0.0865539289024805,0.03307436272385447,-0.13846947638827894,0.08058152762531187,-1,FALSE,FALSE
price_core_ipca_ex1,22,-0.008148217045491069,-0.07920588677417591,0.04105110239117558,-0.12890137443671645,0.08607585619786881,-1,FALSE,FALSE
price_core_ipca_ex1,23,-0.0018188257438826758,-0.0752455015603399,0.045640116303010514,-0.12410790095790282,0.09658416871761873,-1,FALSE,FALSE
price_core_ipca_ex1,24,0.004626009204062961,-0.06766031633657604,0.05754147958583187,-0.11427206090678714,0.10676726247568206,1,FALSE,FALSE
price_core_ipca_ex1,25,0.010362676811316463,-0.0604268033483791,0.06402816154098104,-0.1094407281843851,0.11259116205270236,1,FALSE,FALSE
price_core_ipca_ex1,26,0.015865502988041524,-0.05229073100308035,0.06962848951141241,-0.10022072327931984,0.12162494628399369,1,FALSE,FALSE
price_core_ipca_ex1,27,0.021393055332762728,-0.04603309278618633,0.07809622251466096,-0.09330405548668091,0.12854254493236134,1,FALSE,FALSE
price_core_ipca_ex1,28,0.026325550961804382,-0.03976315579143468,0.08448124499720351,-0.08205060214685483,0.1412998008871978,1,FALSE,FALSE
price_core_ipca_ex1,29,0.030826203016840217,-0.0319289682269919,0.0911043184713169,-0.07348836594763679,0.14966780393268814,1,FALSE,FALSE
price_core_ipca_ex1,30,0.03523618983574525,-0.024063372199219255,0.09518806103391093,-0.06588528658074391,0.15122979387478075,1,FALSE,FALSE
price_core_ipca_ex1,31,0.03916665905770764,-0.016467185535594064,0.0974120278670749,-0.05591650167523658,0.15570752980426855,1,FALSE,FALSE
price_core_ipca_ex1,32,0.04254956246735729,-0.010226997350182114,0.10061206959164992,-0.047459452062309934,0.15954931241836676,1,FALSE,FALSE
price_core_ipca_ex1,33,0.04561761755562228,-0.003273756669605764,0.10601595747296394,-0.03814442536774509,0.16330098592260706,1,FALSE,FALSE
price_core_ipca_ex1,34,0.04818463209283862,5.803681533551263e-4,0.10835318646874541,-0.03126761254616468,0.1653357427079715,1,TRUE,FALSE
price_core_ipca_ex1,35,0.05012978562110055,0.0036483405545986044,0.11083550117541269,-0.026955671847777387,0.16544183027868184,1,TRUE,FALSE
price_core_ipca_ex1,36,0.05159346912350353,0.009017661401314776,0.11161509717826512,-0.022751948035827724,0.16631875551077815,1,TRUE,FALSE
price_core_ipca_ex1,37,0.05253650326087029,0.011289885697342378,0.11312155565192239,-0.020474316890350713,0.16785805089506084,1,TRUE,FALSE
price_core_ipca_ex1,38,0.052875066762010654,0.012478450875309646,0.11505838184761208,-0.017911510205744684,0.1752041637108375,1,TRUE,FALSE
price_core_ipca_ex1,39,0.052684878448256145,0.01511398642565984,0.1163251704546953,-0.018640110725968086,0.17225697410444132,1,TRUE,FALSE
price_core_ipca_ex1,40,0.051994286157133786,0.01501003355027156,0.11692236085491443,-0.018718376218854988,0.17239708152345098,1,TRUE,FALSE
price_core_ipca_ex1,41,0.050766483162865896,0.014727376369105127,0.11659744425044126,-0.01959757059493666,0.17476263237887285,1,TRUE,FALSE
price_core_ipca_ex1,42,0.04903927823828897,0.013284387927826987,0.11658534874217162,-0.027312599913168395,0.17369403633656894,1,TRUE,FALSE
price_core_ipca_ex1,43,0.046861949942895234,0.012208283073694325,0.1160563118959495,-0.02451267201487563,0.17294896747721977,1,TRUE,FALSE
