var,h,point,lo68,hi68,lo90,hi90,set_type68,set_type90,sign,sig68,sig90
yield_2y,18,-0.002991719404332918,-0.00907339720861605,0.001921709824881191,-0.016786394529037695,0.005969876018736065,interval,interval,-1,FALSE,FALSE
yield_2y,19,-0.0038581054027031726,-0.010057966543520184,0.001160952932704331,-0.01790663561265271,0.005305407874850692,interval,interval,-1,FALSE,FALSE
yield_2y,20,-0.004679272946315246,-0.011003652228004299,4.431182647934145e-4,-0.019006416069859783,0.0046752091618394356,interval,interval,-1,FALSE,FALSE
yield_2y,21,-0.005451906618544963,-0.011908105073097457,-2.2827413037739545e-4,-0.020085399423789473,0.004082423491200327,interval,interval,-1,TRUE,FALSE
yield_2y,22,-0.006169357547958505,-0.012763175384382278,-8.475442118777869e-4,-0.021133231290009137,0.003532195090354297,interval,interval,-1,TRUE,FALSE
yield_2y,23,-0.006831238171310948,-0.013566433979755934,-0.0014142476352403649,-0.02214257895129476,0.0030266475131889748,interval,interval,-1,TRUE,FALSE
yield_2y,24,-0.007437034601380531,-0.014316030219480419,-0.0019283785447197332,-0.023109183767017746,0.0025659783375350216,interval,interval,-1,TRUE,FALSE
yield_2y,25,-0.007984524538886097,-0.01500763426181689,-0.0023890255580716535,-0.024025592173390353,0.002150474261635566,interval,interval,-1,TRUE,FALSE
yield_2y,26,-0.00847356172376193,-0.015638431756886423,-0.0027971347706751914,-0.024884195559544808,0.001779338055511868,interval,interval,-1,TRUE,FALSE
yield_2y,27,-0.008904794649064409,-0.016207023290165667,-0.003154193611259625,-0.0256799164023659,0.0014511967632932518,interval,interval,-1,TRUE,FALSE
yield_2y,28,-0.00927835573535035,-0.01671167134918647,-0.0034612442572432857,-0.026407852274314348,0.0011648553941661145,interval,interval,-1,TRUE,FALSE
yield_2y,29,-0.00959505120749871,-0.0171512030576275,-0.003719851418754922,-0.027063157520609483,9.189055687100331e-4,interval,interval,-1,TRUE,FALSE
yield_2y,30,-0.0098563065546299709,-0.017525532686107393,-0.00393183110780796,-0.02764265154740481,7.119520664795154e-4,interval,interval,-1,TRUE,FALSE
yield_2y,31,-0.010063528204177535,-0.01783499364998176,-0.004098745589562987,-0.02814427528814366,5.429173440894487e-4,interval,interval,-1,TRUE,FALSE
