variant,sample,r,q,p,n_series,n_months,n_obs_align,xi_mp,mosw_class
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,6,5,6,109,153,147,5.0646320302543195,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,6,6,6,109,153,147,7.048649184930522,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,7,3,6,109,153,147,1.5955312278059115,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,7,4,6,109,153,147,5.580522287328993,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,7,5,6,109,153,147,5.878045995952553,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,7,6,6,109,153,147,6.044572794376299,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,7,7,6,109,153,147,9.208740322498008,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,8,3,6,109,153,147,5.940621073596172,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,8,4,6,109,153,147,6.358388111779605,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,8,5,6,109,153,147,6.700670085418554,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,8,6,6,109,153,147,6.605941643736357,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,8,7,6,109,153,147,6.9085289842997515,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,full,8,8,6,109,153,147,9.373770471990083,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,5,3,6,109,84,78,6.143342002547636,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,5,4,6,109,84,78,6.033360717887511,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,5,5,6,109,84,78,4.75599802325087,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,6,3,6,109,84,78,5.6456429278337685,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,6,4,6,109,84,78,11.244360186180897,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,6,5,6,109,84,78,10.336202504058976,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,6,6,6,109,84,78,9.570424606140897,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,7,3,6,109,84,78,2.2043995466726303,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,7,4,6,109,84,78,7.287056954987505,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,7,5,6,109,84,78,12.012364718417544,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,7,6,6,109,84,78,10.502495205317908,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,7,7,6,109,84,78,10.72670532637897,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,8,3,6,109,84,78,0.8273567156314008,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,8,4,6,109,84,78,0.9177379810102403,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,8,5,6,109,84,78,10.111016614188276,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,8,6,6,109,84,78,8.930425169874342,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,8,7,6,109,84,78,6.684278477546603,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__credito__imoveis,pre_covid,8,8,6,109,84,78,6.876605709346088,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,5,3,6,107,153,147,3.27300164387994,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__eua,full,5,4,6,107,153,147,4.637379294399318,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,5,5,6,107,153,147,5.781725679969354,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,6,3,6,107,153,147,2.7241959256084916,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__eua,full,6,4,6,107,153,147,4.782176670250072,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,6,5,6,107,153,147,5.0228849841381535,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,6,6,6,107,153,147,6.699498403568742,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,7,3,6,107,153,147,7.857548385775234,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,7,4,6,107,153,147,6.7464848311438175,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,7,5,6,107,153,147,7.461760357753895,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,7,6,6,107,153,147,7.510984821414359,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,7,7,6,107,153,147,9.726831094044902,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,8,3,6,107,153,147,7.2284353712597245,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,8,4,6,107,153,147,7.0994743018090904,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,8,5,6,107,153,147,8.023669729665738,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,8,6,6,107,153,147,7.913531853400839,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,8,7,6,107,153,147,8.477458196353943,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,full,8,8,6,107,153,147,10.230124092085,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,5,3,6,107,84,78,4.566976547758005,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,5,4,6,107,84,78,6.056004593890114,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,5,5,6,107,84,78,5.899134597069424,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,6,3,6,107,84,78,4.940541269982475,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,6,4,6,107,84,78,7.8697000545528315,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,6,5,6,107,84,78,8.18345331314528,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,6,6,6,107,84,78,7.067607252916479,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,7,3,6,107,84,78,3.9726265542255788,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,7,4,6,107,84,78,9.745760468383128,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,7,5,6,107,84,78,7.950687520334527,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,7,6,6,107,84,78,7.922543095745798,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,7,7,6,107,84,78,8.011360717433732,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,8,3,6,107,84,78,1.0463987272121273,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__eua,pre_covid,8,4,6,107,84,78,4.004719893313102,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,8,5,6,107,84,78,5.972646534092237,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,8,6,6,107,84,78,5.99541724437695,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,8,7,6,107,84,78,5.973051143047057,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua,pre_covid,8,8,6,107,84,78,5.448777300749163,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,5,3,6,105,153,147,3.0705589335642234,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__eua__credito,full,5,4,6,105,153,147,4.429222183960549,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,5,5,6,105,153,147,6.2598119250104345,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,6,3,6,105,153,147,2.039285077709172,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__eua__credito,full,6,4,6,105,153,147,4.446824902858804,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,6,5,6,105,153,147,4.889357199622131,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,6,6,6,105,153,147,7.448963863668224,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,7,3,6,105,153,147,2.673374915608499,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__eua__credito,full,7,4,6,105,153,147,6.774731261202933,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,7,5,6,105,153,147,7.588652285804199,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,7,6,6,105,153,147,7.646256559455517,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,7,7,6,105,153,147,10.295250164641176,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,8,3,6,105,153,147,7.497399809546952,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,8,4,6,105,153,147,7.548017712573748,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,8,5,6,105,153,147,8.56300524784789,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,8,6,6,105,153,147,8.347368236296719,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,8,7,6,105,153,147,8.761883883304671,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,full,8,8,6,105,153,147,11.072953058162744,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,5,3,6,105,84,78,7.405470661484155,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,5,4,6,105,84,78,8.093498914483874,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,5,5,6,105,84,78,7.446279982833201,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,6,3,6,105,84,78,6.699077945271025,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,6,4,6,105,84,78,10.729810390473611,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,6,5,6,105,84,78,10.85651577252014,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,6,6,6,105,84,78,9.261013969376293,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,7,3,6,105,84,78,4.728438233132575,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,7,4,6,105,84,78,12.911740221058524,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,7,5,6,105,84,78,11.658532722102585,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,7,6,6,105,84,78,10.086391189381368,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,7,7,6,105,84,78,10.14944097188635,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,8,3,6,105,84,78,2.655351601373511,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,8,4,6,105,84,78,5.695540330245357,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,8,5,6,105,84,78,7.782820597725482,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,8,6,6,105,84,78,7.657530331653942,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,8,7,6,105,84,78,6.264192515333693,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__credito,pre_covid,8,8,6,105,84,78,5.6904264288050745,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,5,3,6,106,153,147,3.5175226378120814,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,5,4,6,106,153,147,5.043473717612501,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,5,5,6,106,153,147,5.789004102022909,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,6,3,6,106,153,147,2.623854151369294,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,6,4,6,106,153,147,4.745251862765303,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,6,5,6,106,153,147,5.131793223527136,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,6,6,6,106,153,147,7.130671470234112,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,7,3,6,106,153,147,8.158986521764358,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,7,4,6,106,153,147,6.956327947873174,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,7,5,6,106,153,147,7.611090661349524,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,7,6,6,106,153,147,7.707511946743493,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,7,7,6,106,153,147,10.297288451526287,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,8,3,6,106,153,147,7.463156760946111,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,8,4,6,106,153,147,7.205568389599279,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,8,5,6,106,153,147,8.18123756218675,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,8,6,6,106,153,147,8.070745862571753,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,8,7,6,106,153,147,8.603442001834127,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,full,8,8,6,106,153,147,10.391852201975459,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,5,3,6,106,84,78,4.28561951420271,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,5,4,6,106,84,78,5.125861900921647,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,5,5,6,106,84,78,4.919531687849314,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,6,3,6,106,84,78,4.679861614472898,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,6,4,6,106,84,78,7.6354132771532734,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,6,5,6,106,84,78,8.037745362723664,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,6,6,6,106,84,78,7.442670457233668,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,7,3,6,106,84,78,3.501760983683589,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,7,4,6,106,84,78,7.945729569936026,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,7,5,6,106,84,78,6.45826433116271,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,7,6,6,106,84,78,7.535759254296112,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,7,7,6,106,84,78,7.587547800045397,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,8,3,6,106,84,78,0.5304654996557752,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,8,4,6,106,84,78,5.393509704343689,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,8,5,6,106,84,78,7.747445009858885,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,8,6,6,106,84,78,5.0789517007370835,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,8,7,6,106,84,78,5.407723355275822,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__eua__imoveis,pre_covid,8,8,6,106,84,78,5.2987236585419,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,5,3,6,111,153,147,3.101235008946932,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__imoveis,full,5,4,6,111,153,147,4.718115234488049,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,5,5,6,111,153,147,5.115739632813806,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,6,3,6,111,153,147,3.148810290097763,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__imoveis,full,6,4,6,111,153,147,4.829960229847062,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,6,5,6,111,153,147,4.949642878658165,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,6,6,6,111,153,147,6.118265312358443,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,7,3,6,111,153,147,5.445988976151582,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,7,4,6,111,153,147,5.550075581279618,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,7,5,6,111,153,147,5.764854812291475,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,7,6,6,111,153,147,5.940776253801431,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,7,7,6,111,153,147,8.5830238264078,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,8,3,6,111,153,147,5.729087736303262,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,8,4,6,111,153,147,6.015709089922232,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,8,5,6,111,153,147,6.340391803146872,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,8,6,6,111,153,147,6.362893124977079,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,8,7,6,111,153,147,6.69370521555121,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,full,8,8,6,111,153,147,8.460124724883663,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,5,3,6,111,84,78,6.182795284512921,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,5,4,6,111,84,78,6.1993336199686535,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,5,5,6,111,84,78,5.18885098768136,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,6,3,6,111,84,78,3.941716972937705,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,6,4,6,111,84,78,8.46430828952752,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,6,5,6,111,84,78,10.026953391368846,xi_mp_ge_10
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,6,6,6,111,84,78,7.832363597649,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,7,3,6,111,84,78,0.9988667146105656,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,7,4,6,111,84,78,2.3699580776486653,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,7,5,6,111,84,78,7.6409947803084535,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,7,6,6,111,84,78,8.223584142362473,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,7,7,6,111,84,78,7.577357312089142,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,8,3,6,111,84,78,0.17856277562995446,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,8,4,6,111,84,78,0.12780058666092933,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,8,5,6,111,84,78,0.12488299166259954,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,8,6,6,111,84,78,2.8758713180351365,xi_mp_le_3.84
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,8,7,6,111,84,78,5.595934152904072,xi_mp_3.84_10
drop_fiscal__setor_externo__expectativas__imoveis,pre_covid,8,8,6,111,84,78,5.485031427305427,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,5,3,6,115,153,147,3.6672329347597907,xi_mp_le_3.84
drop_fiscal__setor_externo__imoveis,full,5,4,6,115,153,147,5.162236505289182,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,5,5,6,115,153,147,5.357474778155124,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,6,3,6,115,153,147,2.9136186525000927,xi_mp_le_3.84
drop_fiscal__setor_externo__imoveis,full,6,4,6,115,153,147,4.9410131686523355,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,6,5,6,115,153,147,5.010593052374742,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,6,6,6,115,153,147,6.400463407507738,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,7,3,6,115,153,147,6.74130368532936,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,7,4,6,115,153,147,5.679872598861638,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,7,5,6,115,153,147,5.866980103968819,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,7,6,6,115,153,147,5.945088767541951,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,7,7,6,115,153,147,7.666715009267696,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,8,3,6,115,153,147,6.005858323481988,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,8,4,6,115,153,147,6.207082091448028,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,8,5,6,115,153,147,6.237379877191932,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,8,6,6,115,153,147,6.77922752728068,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,8,7,6,115,153,147,7.064576676332184,xi_mp_3.84_10
drop_fiscal__setor_externo__imoveis,full,8,8,6,115,153,147,7.97287451484824,xi_mp_3.84_10
