variant,sample,r,q,p,n_series,n_months,n_obs_align,xi_mp,mosw_class
drop_setor_externo__credito,full,6,6,6,117,153,147,6.076769521583722,xi_mp_3.84_10
drop_setor_externo__credito,full,7,3,6,117,153,147,2.0272738173159888,xi_mp_le_3.84
drop_setor_externo__credito,full,7,4,6,117,153,147,4.472283718368352,xi_mp_3.84_10
drop_setor_externo__credito,full,7,5,6,117,153,147,4.907460640442233,xi_mp_3.84_10
drop_setor_externo__credito,full,7,6,6,117,153,147,5.1228462929423895,xi_mp_3.84_10
drop_setor_externo__credito,full,7,7,6,117,153,147,6.918350989348775,xi_mp_3.84_10
drop_setor_externo__credito,full,8,3,6,117,153,147,5.0076550535006215,xi_mp_3.84_10
drop_setor_externo__credito,full,8,4,6,117,153,147,5.390731598987313,xi_mp_3.84_10
drop_setor_externo__credito,full,8,5,6,117,153,147,5.879232615415084,xi_mp_3.84_10
drop_setor_externo__credito,full,8,6,6,117,153,147,5.964092460013484,xi_mp_3.84_10
drop_setor_externo__credito,full,8,7,6,117,153,147,6.0646902581899385,xi_mp_3.84_10
drop_setor_externo__credito,full,8,8,6,117,153,147,7.939237897014667,xi_mp_3.84_10
drop_setor_externo__credito,pre_covid,5,3,6,117,84,78,9.287583021660712,xi_mp_3.84_10
drop_setor_externo__credito,pre_covid,5,4,6,117,84,78,11.522976887899645,xi_mp_ge_10
drop_setor_externo__credito,pre_covid,5,5,6,117,84,78,9.866488270286547,xi_mp_3.84_10
drop_setor_externo__credito,pre_covid,6,3,6,117,84,78,8.2320104428737,xi_mp_3.84_10
drop_setor_externo__credito,pre_covid,6,4,6,117,84,78,14.875702527585423,xi_mp_ge_10
drop_setor_externo__credito,pre_covid,6,5,6,117,84,78,15.728137344326518,xi_mp_ge_10
drop_setor_externo__credito,pre_covid,6,6,6,117,84,78,12.449347072935053,xi_mp_ge_10
drop_setor_externo__credito,pre_covid,7,3,6,117,84,78,4.2142388874221215,xi_mp_3.84_10
drop_setor_externo__credito,pre_covid,7,4,6,117,84,78,13.483941486842092,xi_mp_ge_10
drop_setor_externo__credito,pre_covid,7,5,6,117,84,78,21.70483501815032,xi_mp_ge_10
drop_setor_externo__credito,pre_covid,7,6,6,117,84,78,21.061826419954084,xi_mp_ge_10
drop_setor_externo__credito,pre_covid,7,7,6,117,84,78,20.16216341777453,xi_mp_ge_10
drop_setor_externo__credito,pre_covid,8,3,6,117,84,78,11.501704532499344,xi_mp_ge_10
drop_setor_externo__credito,pre_covid,8,4,6,117,84,78,16.737702433656516,xi_mp_ge_10
drop_setor_externo__credito,pre_covid,8,5,6,117,84,78,17.115523062437866,xi_mp_ge_10
drop_setor_externo__credito,pre_covid,8,6,6,117,84,78,17.36959994385108,xi_mp_ge_10
drop_setor_externo__credito,pre_covid,8,7,6,117,84,78,13.447187659273471,xi_mp_ge_10
drop_setor_externo__credito,pre_covid,8,8,6,117,84,78,13.092455597617757,xi_mp_ge_10
drop_setor_externo__credito__imoveis,full,5,3,6,116,153,147,2.649951526316027,xi_mp_le_3.84
drop_setor_externo__credito__imoveis,full,5,4,6,116,153,147,4.648246119833006,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,full,5,5,6,116,153,147,5.519705675861936,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,full,6,3,6,116,153,147,1.8904874770773155,xi_mp_le_3.84
drop_setor_externo__credito__imoveis,full,6,4,6,116,153,147,3.4389217752928682,xi_mp_le_3.84
drop_setor_externo__credito__imoveis,full,6,5,6,116,153,147,4.675712211382326,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,full,6,6,6,116,153,147,6.437868834540696,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,full,7,3,6,116,153,147,3.239417024274678,xi_mp_le_3.84
drop_setor_externo__credito__imoveis,full,7,4,6,116,153,147,4.60578952925731,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,full,7,5,6,116,153,147,5.2415954614927305,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,full,7,6,6,116,153,147,5.4999823398334025,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,full,7,7,6,116,153,147,7.445458054417514,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,full,8,3,6,116,153,147,5.216184579695981,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,full,8,4,6,116,153,147,5.530096116750527,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,full,8,5,6,116,153,147,6.087165915312994,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,full,8,6,6,116,153,147,6.178401272591161,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,full,8,7,6,116,153,147,6.336454516377084,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,full,8,8,6,116,153,147,8.172306973318468,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,pre_covid,5,3,6,116,84,78,8.63429004633213,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,pre_covid,5,4,6,116,84,78,9.648578175919317,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,pre_covid,5,5,6,116,84,78,7.837360842503475,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,pre_covid,6,3,6,116,84,78,9.797297563425538,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,pre_covid,6,4,6,116,84,78,14.9273038011445,xi_mp_ge_10
drop_setor_externo__credito__imoveis,pre_covid,6,5,6,116,84,78,15.100054608455704,xi_mp_ge_10
drop_setor_externo__credito__imoveis,pre_covid,6,6,6,116,84,78,13.590996706466525,xi_mp_ge_10
drop_setor_externo__credito__imoveis,pre_covid,7,3,6,116,84,78,7.632553161786818,xi_mp_3.84_10
drop_setor_externo__credito__imoveis,pre_covid,7,4,6,116,84,78,14.765488209017311,xi_mp_ge_10
drop_setor_externo__credito__imoveis,pre_covid,7,5,6,116,84,78,24.17291405473451,xi_mp_ge_10
drop_setor_externo__credito__imoveis,pre_covid,7,6,6,116,84,78,23.411808501227142,xi_mp_ge_10
drop_setor_externo__credito__imoveis,pre_covid,7,7,6,116,84,78,22.375349253444057,xi_mp_ge_10
drop_setor_externo__credito__imoveis,pre_covid,8,3,6,116,84,78,11.26656455356891,xi_mp_ge_10
drop_setor_externo__credito__imoveis,pre_covid,8,4,6,116,84,78,13.908775306712,xi_mp_ge_10
drop_setor_externo__credito__imoveis,pre_covid,8,5,6,116,84,78,20.608363636608953,xi_mp_ge_10
drop_setor_externo__credito__imoveis,pre_covid,8,6,6,116,84,78,20.00384912951223,xi_mp_ge_10
drop_setor_externo__credito__imoveis,pre_covid,8,7,6,116,84,78,16.827499557799285,xi_mp_ge_10
drop_setor_externo__credito__imoveis,pre_covid,8,8,6,116,84,78,16.6278362584314,xi_mp_ge_10
drop_setor_externo__eua,full,5,3,6,114,153,147,2.9444738972734945,xi_mp_le_3.84
drop_setor_externo__eua,full,5,4,6,114,153,147,4.4453583617988794,xi_mp_3.84_10
drop_setor_externo__eua,full,5,5,6,114,153,147,5.765596623704117,xi_mp_3.84_10
drop_setor_externo__eua,full,6,3,6,114,153,147,2.180004349315819,xi_mp_le_3.84
drop_setor_externo__eua,full,6,4,6,114,153,147,3.511686671448405,xi_mp_le_3.84
drop_setor_externo__eua,full,6,5,6,114,153,147,4.252399226606746,xi_mp_3.84_10
drop_setor_externo__eua,full,6,6,6,114,153,147,6.281194117791633,xi_mp_3.84_10
drop_setor_externo__eua,full,7,3,6,114,153,147,6.887176421305033,xi_mp_3.84_10
drop_setor_externo__eua,full,7,4,6,114,153,147,6.24406371790722,xi_mp_3.84_10
drop_setor_externo__eua,full,7,5,6,114,153,147,7.09623730067425,xi_mp_3.84_10
drop_setor_externo__eua,full,7,6,6,114,153,147,7.244473285417834,xi_mp_3.84_10
drop_setor_externo__eua,full,7,7,6,114,153,147,8.569189435749763,xi_mp_3.84_10
drop_setor_externo__eua,full,8,3,6,114,153,147,6.828049824729709,xi_mp_3.84_10
drop_setor_externo__eua,full,8,4,6,114,153,147,7.130259568096087,xi_mp_3.84_10
drop_setor_externo__eua,full,8,5,6,114,153,147,7.83291480659031,xi_mp_3.84_10
drop_setor_externo__eua,full,8,6,6,114,153,147,7.912525462906834,xi_mp_3.84_10
drop_setor_externo__eua,full,8,7,6,114,153,147,8.201837944469576,xi_mp_3.84_10
drop_setor_externo__eua,full,8,8,6,114,153,147,9.65759229781653,xi_mp_3.84_10
drop_setor_externo__eua,pre_covid,5,3,6,114,84,78,8.9219667083979175,xi_mp_3.84_10
drop_setor_externo__eua,pre_covid,5,4,6,114,84,78,9.298049446980434,xi_mp_3.84_10
drop_setor_externo__eua,pre_covid,5,5,6,114,84,78,8.698969307997057,xi_mp_3.84_10
drop_setor_externo__eua,pre_covid,6,3,6,114,84,78,4.745581755737841,xi_mp_3.84_10
drop_setor_externo__eua,pre_covid,6,4,6,114,84,78,11.581309317119363,xi_mp_ge_10
drop_setor_externo__eua,pre_covid,6,5,6,114,84,78,11.488776107528706,xi_mp_ge_10
drop_setor_externo__eua,pre_covid,6,6,6,114,84,78,10.623207037679899,xi_mp_ge_10
drop_setor_externo__eua,pre_covid,7,3,6,114,84,78,2.9817078288347743,xi_mp_le_3.84
drop_setor_externo__eua,pre_covid,7,4,6,114,84,78,15.34481776923495,xi_mp_ge_10
drop_setor_externo__eua,pre_covid,7,5,6,114,84,78,15.92272457679651,xi_mp_ge_10
drop_setor_externo__eua,pre_covid,7,6,6,114,84,78,14.582483271968782,xi_mp_ge_10
drop_setor_externo__eua,pre_covid,7,7,6,114,84,78,14.391410436408595,xi_mp_ge_10
drop_setor_externo__eua,pre_covid,8,3,6,114,84,78,2.0106634216913903,xi_mp_le_3.84
drop_setor_externo__eua,pre_covid,8,4,6,114,84,78,15.748691053147963,xi_mp_ge_10
drop_setor_externo__eua,pre_covid,8,5,6,114,84,78,18.984095656949545,xi_mp_ge_10
drop_setor_externo__eua,pre_covid,8,6,6,114,84,78,20.32793734241268,xi_mp_ge_10
drop_setor_externo__eua,pre_covid,8,7,6,114,84,78,15.055488500702577,xi_mp_ge_10
drop_setor_externo__eua,pre_covid,8,8,6,114,84,78,12.240223963282826,xi_mp_ge_10
drop_setor_externo__eua__credito,full,5,3,6,112,153,147,2.8228134326590597,xi_mp_le_3.84
drop_setor_externo__eua__credito,full,5,4,6,112,153,147,4.470360065517142,xi_mp_3.84_10
drop_setor_externo__eua__credito,full,5,5,6,112,153,147,6.3120929492648195,xi_mp_3.84_10
drop_setor_externo__eua__credito,full,6,3,6,112,153,147,1.742993145935853,xi_mp_le_3.84
drop_setor_externo__eua__credito,full,6,4,6,112,153,147,3.280667533509,xi_mp_le_3.84
drop_setor_externo__eua__credito,full,6,5,6,112,153,147,4.359470107374374,xi_mp_3.84_10
drop_setor_externo__eua__credito,full,6,6,6,112,153,147,6.909869322788914,xi_mp_3.84_10
drop_setor_externo__eua__credito,full,7,3,6,112,153,147,4.267961287156326,xi_mp_3.84_10
drop_setor_externo__eua__credito,full,7,4,6,112,153,147,6.420667114818362,xi_mp_3.84_10
drop_setor_externo__eua__credito,full,7,5,6,112,153,147,7.235345860146522,xi_mp_3.84_10
drop_setor_externo__eua__credito,full,7,6,6,112,153,147,7.418847741710569,xi_mp_3.84_10
drop_setor_externo__eua__credito,full,7,7,6,112,153,147,9.0938363070729,xi_mp_3.84_10
drop_setor_externo__eua__credito,full,8,3,6,112,153,147,7.189494529396461,xi_mp_3.84_10
drop_setor_externo__eua__credito,full,8,4,6,112,153,147,7.575246005699337,xi_mp_3.84_10
drop_setor_externo__eua__credito,full,8,5,6,112,153,147,8.249711350458396,xi_mp_3.84_10
drop_setor_externo__eua__credito,full,8,6,6,112,153,147,8.201467268436595,xi_mp_3.84_10
drop_setor_externo__eua__credito,full,8,7,6,112,153,147,8.379510172308123,xi_mp_3.84_10
drop_setor_externo__eua__credito,full,8,8,6,112,153,147,10.280996364722634,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,5,3,6,112,84,78,10.711532576714866,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,5,4,6,112,84,78,10.774305238037243,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,5,5,6,112,84,78,9.701305403167611,xi_mp_3.84_10
drop_setor_externo__eua__credito,pre_covid,6,3,6,112,84,78,7.206693221840895,xi_mp_3.84_10
drop_setor_externo__eua__credito,pre_covid,6,4,6,112,84,78,16.024618856084363,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,6,5,6,112,84,78,15.667872764954147,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,6,6,6,112,84,78,13.244388658445825,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,7,3,6,112,84,78,11.85666468898551,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,7,4,6,112,84,78,21.23667355538274,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,7,5,6,112,84,78,21.134163354369665,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,7,6,6,112,84,78,17.310760403976296,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,7,7,6,112,84,78,17.282985237983063,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,8,3,6,112,84,78,7.914656388334852,xi_mp_3.84_10
drop_setor_externo__eua__credito,pre_covid,8,4,6,112,84,78,18.716770084963382,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,8,5,6,112,84,78,20.26294851610734,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,8,6,6,112,84,78,19.136239478696062,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,8,7,6,112,84,78,14.328007480065427,xi_mp_ge_10
drop_setor_externo__eua__credito,pre_covid,8,8,6,112,84,78,11.317269565958323,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,full,5,3,6,111,153,147,3.1494274440200987,xi_mp_le_3.84
drop_setor_externo__eua__credito__imoveis,full,5,4,6,111,153,147,4.806768138381612,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,full,5,5,6,111,153,147,6.270849621527436,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,full,6,3,6,111,153,147,1.7646268097182605,xi_mp_le_3.84
drop_setor_externo__eua__credito__imoveis,full,6,4,6,111,153,147,3.1046807900213103,xi_mp_le_3.84
drop_setor_externo__eua__credito__imoveis,full,6,5,6,111,153,147,4.714990659829156,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,full,6,6,6,111,153,147,7.341239592424674,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,full,7,3,6,111,153,147,5.715051563065606,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,full,7,4,6,111,153,147,6.6310410192234235,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,full,7,5,6,111,153,147,7.587606290791797,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,full,7,6,6,111,153,147,7.796228542427701,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,full,7,7,6,111,153,147,9.51288380494113,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,full,8,3,6,111,153,147,7.560091635348248,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,full,8,4,6,111,153,147,7.878194868353457,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,full,8,5,6,111,153,147,8.548059812738614,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,full,8,6,6,111,153,147,8.47396411402904,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,full,8,7,6,111,153,147,8.72056598226916,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,full,8,8,6,111,153,147,10.532502383334343,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,5,3,6,111,84,78,9.296300761627952,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,pre_covid,5,4,6,111,84,78,12.512134487431059,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,5,5,6,111,84,78,10.992676983493542,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,6,3,6,111,84,78,8.427840833620213,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,pre_covid,6,4,6,111,84,78,16.271077952356023,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,6,5,6,111,84,78,15.800821460627173,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,6,6,6,111,84,78,14.224059410662576,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,7,3,6,111,84,78,16.906009081432757,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,7,4,6,111,84,78,20.5548541303925,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,7,5,6,111,84,78,20.64820843692834,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,7,6,6,111,84,78,17.92306960460905,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,7,7,6,111,84,78,17.849706680909634,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,8,3,6,111,84,78,5.572389392819604,xi_mp_3.84_10
drop_setor_externo__eua__credito__imoveis,pre_covid,8,4,6,111,84,78,14.50048815176641,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,8,5,6,111,84,78,11.26921970214091,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,8,6,6,111,84,78,10.633458569148344,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,8,7,6,111,84,78,10.655691176615749,xi_mp_ge_10
drop_setor_externo__eua__credito__imoveis,pre_covid,8,8,6,111,84,78,9.102404940082701,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,5,3,6,113,153,147,3.2778452722795453,xi_mp_le_3.84
drop_setor_externo__eua__imoveis,full,5,4,6,113,153,147,4.782287896293741,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,5,5,6,113,153,147,5.800223490176587,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,6,3,6,113,153,147,2.1043370559625934,xi_mp_le_3.84
drop_setor_externo__eua__imoveis,full,6,4,6,113,153,147,3.2021142724543092,xi_mp_le_3.84
drop_setor_externo__eua__imoveis,full,6,5,6,113,153,147,4.375162020254199,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,6,6,6,113,153,147,6.686719426063189,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,7,3,6,113,153,147,7.286901589044586,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,7,4,6,113,153,147,6.453087903872263,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,7,5,6,113,153,147,7.35625671576188,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,7,6,6,113,153,147,7.53732013400075,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,7,7,6,113,153,147,8.97105931170592,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,8,3,6,113,153,147,7.133185423470489,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,8,4,6,113,153,147,7.365931388380929,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,8,5,6,113,153,147,8.044028629449286,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,8,6,6,113,153,147,8.092782540611154,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,8,7,6,113,153,147,8.432912135539459,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,full,8,8,6,113,153,147,9.823471197796234,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,pre_covid,5,3,6,113,84,78,8.444257363580826,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,pre_covid,5,4,6,113,84,78,8.577702750748362,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,pre_covid,5,5,6,113,84,78,8.810621519733157,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,pre_covid,6,3,6,113,84,78,5.1162123043999594,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,pre_covid,6,4,6,113,84,78,11.72358840094717,xi_mp_ge_10
drop_setor_externo__eua__imoveis,pre_covid,6,5,6,113,84,78,11.812717697155954,xi_mp_ge_10
drop_setor_externo__eua__imoveis,pre_covid,6,6,6,113,84,78,11.438861726130495,xi_mp_ge_10
drop_setor_externo__eua__imoveis,pre_covid,7,3,6,113,84,78,5.5735752657937345,xi_mp_3.84_10
drop_setor_externo__eua__imoveis,pre_covid,7,4,6,113,84,78,14.229192392528946,xi_mp_ge_10
drop_setor_externo__eua__imoveis,pre_covid,7,5,6,113,84,78,14.631724505298449,xi_mp_ge_10
drop_setor_externo__eua__imoveis,pre_covid,7,6,6,113,84,78,14.393836499694332,xi_mp_ge_10
drop_setor_externo__eua__imoveis,pre_covid,7,7,6,113,84,78,14.617797529296315,xi_mp_ge_10
drop_setor_externo__eua__imoveis,pre_covid,8,3,6,113,84,78,0.9088174994877405,xi_mp_le_3.84
drop_setor_externo__eua__imoveis,pre_covid,8,4,6,113,84,78,14.424282657734306,xi_mp_ge_10
drop_setor_externo__eua__imoveis,pre_covid,8,5,6,113,84,78,18.098788272658076,xi_mp_ge_10
drop_setor_externo__eua__imoveis,pre_covid,8,6,6,113,84,78,14.476696360704077,xi_mp_ge_10
drop_setor_externo__eua__imoveis,pre_covid,8,7,6,113,84,78,12.161283665537493,xi_mp_ge_10
drop_setor_externo__eua__imoveis,pre_covid,8,8,6,113,84,78,11.088930268377137,xi_mp_ge_10
drop_setor_externo__expectativas,full,5,3,6,115,153,147,2.4049673398923392,xi_mp_le_3.84
drop_setor_externo__expectativas,full,5,4,6,115,153,147,3.832170289535479,xi_mp_le_3.84
drop_setor_externo__expectativas,full,5,5,6,115,153,147,4.901885048617988,xi_mp_3.84_10
drop_setor_externo__expectativas,full,6,3,6,115,153,147,2.823739214893577,xi_mp_le_3.84
drop_setor_externo__expectativas,full,6,4,6,115,153,147,3.94897676560665,xi_mp_3.84_10
drop_setor_externo__expectativas,full,6,5,6,115,153,147,4.256018459088812,xi_mp_3.84_10
drop_setor_externo__expectativas,full,6,6,6,115,153,147,5.53754898482462,xi_mp_3.84_10
drop_setor_externo__expectativas,full,7,3,6,115,153,147,3.02449041134637,xi_mp_le_3.84
drop_setor_externo__expectativas,full,7,4,6,115,153,147,4.204388992092357,xi_mp_3.84_10
drop_setor_externo__expectativas,full,7,5,6,115,153,147,4.626779396465289,xi_mp_3.84_10
drop_setor_externo__expectativas,full,7,6,6,115,153,147,4.811263315752723,xi_mp_3.84_10
drop_setor_externo__expectativas,full,7,7,6,115,153,147,6.89820316016459,xi_mp_3.84_10
drop_setor_externo__expectativas,full,8,3,6,115,153,147,4.4684530641569715,xi_mp_3.84_10
drop_setor_externo__expectativas,full,8,4,6,115,153,147,4.780667482825207,xi_mp_3.84_10
drop_setor_externo__expectativas,full,8,5,6,115,153,147,5.505571879808789,xi_mp_3.84_10
drop_setor_externo__expectativas,full,8,6,6,115,153,147,5.495478208194841,xi_mp_3.84_10
drop_setor_externo__expectativas,full,8,7,6,115,153,147,5.664724505444189,xi_mp_3.84_10
drop_setor_externo__expectativas,full,8,8,6,115,153,147,7.444345099568536,xi_mp_3.84_10
drop_setor_externo__expectativas,pre_covid,5,3,6,115,84,78,6.153427185187458,xi_mp_3.84_10
drop_setor_externo__expectativas,pre_covid,5,4,6,115,84,78,7.368737997643797,xi_mp_3.84_10
drop_setor_externo__expectativas,pre_covid,5,5,6,115,84,78,5.974631113709571,xi_mp_3.84_10
drop_setor_externo__expectativas,pre_covid,6,3,6,115,84,78,4.508514045708635,xi_mp_3.84_10
drop_setor_externo__expectativas,pre_covid,6,4,6,115,84,78,8.413611906000467,xi_mp_3.84_10
drop_setor_externo__expectativas,pre_covid,6,5,6,115,84,78,12.785621304467773,xi_mp_ge_10
drop_setor_externo__expectativas,pre_covid,6,6,6,115,84,78,8.20126434483831,xi_mp_3.84_10
drop_setor_externo__expectativas,pre_covid,7,3,6,115,84,78,0.620061917058699,xi_mp_le_3.84
drop_setor_externo__expectativas,pre_covid,7,4,6,115,84,78,0.9248467183856622,xi_mp_le_3.84
drop_setor_externo__expectativas,pre_covid,7,5,6,115,84,78,6.642487998017992,xi_mp_3.84_10
drop_setor_externo__expectativas,pre_covid,7,6,6,115,84,78,8.076076166846226,xi_mp_3.84_10
drop_setor_externo__expectativas,pre_covid,7,7,6,115,84,78,7.361418798358745,xi_mp_3.84_10
drop_setor_externo__expectativas,pre_covid,8,3,6,115,84,78,0.45291178551124156,xi_mp_le_3.84
drop_setor_externo__expectativas,pre_covid,8,4,6,115,84,78,0.2520891456453166,xi_mp_le_3.84
drop_setor_externo__expectativas,pre_covid,8,5,6,115,84,78,0.6460568797391735,xi_mp_le_3.84
drop_setor_externo__expectativas,pre_covid,8,6,6,115,84,78,3.4885350848747705,xi_mp_le_3.84
drop_setor_externo__expectativas,pre_covid,8,7,6,115,84,78,4.279761431111433,xi_mp_3.84_10
drop_setor_externo__expectativas,pre_covid,8,8,6,115,84,78,4.313514366768111,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,full,5,3,6,113,153,147,2.2063694035550503,xi_mp_le_3.84
drop_setor_externo__expectativas__credito,full,5,4,6,113,153,147,3.6360244782332263,xi_mp_le_3.84
drop_setor_externo__expectativas__credito,full,5,5,6,113,153,147,5.296380613840658,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,full,6,3,6,113,153,147,2.0746811104551814,xi_mp_le_3.84
drop_setor_externo__expectativas__credito,full,6,4,6,113,153,147,3.53807747259173,xi_mp_le_3.84
drop_setor_externo__expectativas__credito,full,6,5,6,113,153,147,4.081219225429879,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,full,6,6,6,113,153,147,5.9408247821884865,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,full,7,3,6,113,153,147,1.2181187856686302,xi_mp_le_3.84
drop_setor_externo__expectativas__credito,full,7,4,6,113,153,147,4.031856439376477,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,full,7,5,6,113,153,147,4.550882058824569,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,full,7,6,6,113,153,147,4.7314855276173535,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,full,7,7,6,113,153,147,7.118304808402799,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,full,8,3,6,113,153,147,4.544895002896436,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,full,8,4,6,113,153,147,5.151562632069152,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,full,8,5,6,113,153,147,5.715802122569371,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,full,8,6,6,113,153,147,5.57789915207052,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,full,8,7,6,113,153,147,5.715878851162895,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,full,8,8,6,113,153,147,8.011034820325417,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,pre_covid,5,3,6,113,84,78,7.876114240754917,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,pre_covid,5,4,6,113,84,78,9.008100286685899,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,pre_covid,5,5,6,113,84,78,7.542061964465558,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,pre_covid,6,3,6,113,84,78,5.314209278415874,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,pre_covid,6,4,6,113,84,78,11.31185180409352,xi_mp_ge_10
drop_setor_externo__expectativas__credito,pre_covid,6,5,6,113,84,78,9.837257129420394,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,pre_covid,6,6,6,113,84,78,9.879429146850251,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,pre_covid,7,3,6,113,84,78,1.3697902646159852,xi_mp_le_3.84
