ident,var,h,point,lo68,hi68,lo90,hi90
GMR nao-gaussiano,yield_6m,41,7.014246479380192e-4,-0.012642390672617996,0.010578220888188283,-0.04124405646769178,0.034181893745387874
GMR nao-gaussiano,yield_6m,42,5.730049907212341e-4,-0.012611432729604686,0.009801254339694126,-0.039906493701293004,0.03366296497532409
GMR nao-gaussiano,yield_6m,43,4.6306505656321236e-4,-0.012210312713471623,0.009174892993786564,-0.039005919651903725,0.03396393360248375
GMR nao-gaussiano,yield_6m,44,3.7031047274137604e-4,-0.012579382838581794,0.008610377430600296,-0.03912189545906623,0.03349146792227998
GMR nao-gaussiano,yield_6m,45,2.933171016569177e-4,-0.012398339450561806,0.007781189715571494,-0.03979328424680778,0.03487187661935147
GMR nao-gaussiano,yield_6m,46,2.3076205929008253e-4,-0.012250806622777659,0.007333447833202752,-0.037386180367785016,0.03402434940179872
GMR nao-gaussiano,yield_6m,47,1.8128496893866239e-4,-0.011884472847372766,0.007144001749457096,-0.0380053521717532,0.03298585532175353
GMR nao-gaussiano,yield_6m,48,1.434756347264703e-4,-0.011590877594884202,0.0069228007541119,-0.03815106077216352,0.03268367703405505
GMR nao-gaussiano,yield_2y,0,0.006936106411875739,0.0028486259969633444,0.010649771019523595,-0.007390326689759432,0.020984851525528952
GMR nao-gaussiano,yield_2y,1,0.008011999175725782,0.003115747137328924,0.011532990376534687,-0.007954213978991398,0.021913526441597275
GMR nao-gaussiano,yield_2y,2,0.00892194615236718,0.004098634723987743,0.012207948894232778,-0.006228975007735388,0.021324430773339356
GMR nao-gaussiano,yield_2y,3,0.01121129969436011,0.006398034882640133,0.01618025576008178,-0.002900993458287724,0.024258053063336452
GMR nao-gaussiano,yield_2y,4,0.0116864482195465,0.005387793773575388,0.016723133862397207,-0.004662570612870619,0.028478273236845333
GMR nao-gaussiano,yield_2y,5,0.012620018261043649,0.004996833939428453,0.019261504055562033,-0.004975468126810753,0.03385813410391936
GMR nao-gaussiano,yield_2y,6,0.012852857300238668,0.005009118450473672,0.020863094905977778,-0.006795739845043914,0.040476679475036484
GMR nao-gaussiano,yield_2y,7,0.01255780221241281,0.0038708864944149365,0.02157401067260384,-0.009824353564528114,0.04072176428452682
GMR nao-gaussiano,yield_2y,8,0.012676187176416031,0.0034051043812822843,0.024085184104435265,-0.01502784354541885,0.04565463621169312
GMR nao-gaussiano,yield_2y,9,0.012621624251408167,0.002800892797225491,0.02629966876758521,-0.015301443259671631,0.05140920401762043
GMR nao-gaussiano,yield_2y,10,0.012468273287030367,0.0016695936765076583,0.026679004005767868,-0.017678725906263168,0.054720562683339
GMR nao-gaussiano,yield_2y,11,0.012269550720961829,0.0014595947752530617,0.027102837092391325,-0.01870882447683662,0.056488043771267045
GMR nao-gaussiano,yield_2y,12,0.011772877397257445,5.485029747352204e-4,0.027847639847700105,-0.024221086293424884,0.05856374146516624
GMR nao-gaussiano,yield_2y,13,0.011237103622059638,-4.5475340825530946e-4,0.027407495980263895,-0.02396070051138627,0.062487564329664694
GMR nao-gaussiano,yield_2y,14,0.010733690896205537,-0.001249646450224918,0.02793498874285332,-0.026588251586705094,0.06709254185015576
GMR nao-gaussiano,yield_2y,15,0.01027399158470889,-0.0023208951990448517,0.02834819304381741,-0.029149634839189476,0.06643397621688468
GMR nao-gaussiano,yield_2y,16,0.00978743732767899,-0.0032240275843270698,0.02790445484889925,-0.03171209097327725,0.06656078219042558
GMR nao-gaussiano,yield_2y,17,0.009211871847925384,-0.004017689612555109,0.027393771629992316,-0.029969220590369248,0.06462444094780039
GMR nao-gaussiano,yield_2y,18,0.008674689682289653,-0.00453675086112013,0.026611519678702678,-0.02980375269252084,0.06398417933590766
GMR nao-gaussiano,yield_2y,19,0.008137174515654435,-0.005409218278178182,0.02675088448172997,-0.03174819281771243,0.06543987759752631
GMR nao-gaussiano,yield_2y,20,0.0076048375745689,-0.00618048630358056,0.026245261112188053,-0.03302674705188756,0.06298756118387619
GMR nao-gaussiano,yield_2y,21,0.007109539477710364,-0.007046327467856984,0.025237520332938575,-0.036018704056783354,0.06248424240777922
GMR nao-gaussiano,yield_2y,22,0.006602378689234598,-0.007615932606951445,0.02424149834388495,-0.038093822505984275,0.05969492689735211
GMR nao-gaussiano,yield_2y,23,0.006098818607949156,-0.00807458011366045,0.02283321123293381,-0.04148921046824939,0.06011410060486386
GMR nao-gaussiano,yield_2y,24,0.005612670870308185,-0.008511572747592011,0.023089144444642155,-0.04128571144313584,0.0580419613209596
GMR nao-gaussiano,yield_2y,25,0.005144490142643048,-0.009051263541585005,0.022505803539043447,-0.04237387801688377,0.054214380116609194
GMR nao-gaussiano,yield_2y,26,0.004702504022801344,-0.009639293726975834,0.021349572453212874,-0.043735912892446716,0.052186121441246694
GMR nao-gaussiano,yield_2y,27,0.004276802936265364,-0.010332397537875977,0.020385727382849144,-0.045241646590343465,0.04984975360658749
GMR nao-gaussiano,yield_2y,28,0.0038684972195933897,-0.010903785254276372,0.0198962608882653,-0.04661632014054095,0.04836251444708375
GMR nao-gaussiano,yield_2y,29,0.003482927022615922,-0.01077314510763181,0.01967404236073537,-0.04948346124877297,0.048033006534582534
GMR nao-gaussiano,yield_2y,30,0.003120271297537249,-0.011166383104507672,0.01861100913324205,-0.0486088133324786,0.050499905973183934
GMR nao-gaussiano,yield_2y,31,0.0027829280622813967,-0.011632239645906914,0.017792781843871,-0.048101713613831774,0.04770010635572596
GMR nao-gaussiano,yield_2y,32,0.0024695778778722494,-0.011943338332595402,0.01742499515297779,-0.04791430793753047,0.045911990584568775
GMR nao-gaussiano,yield_2y,33,0.00217986180610809,-0.01199858620307148,0.016801085103097906,-0.04983586940063077,0.044181903406206674
GMR nao-gaussiano,yield_2y,34,0.0019139131631160425,-0.012706503832861782,0.01583278083570914,-0.0479993999664809,0.041886287865698923
GMR nao-gaussiano,yield_2y,35,0.001671240843280399,-0.013066654314591749,0.014944920821061764,-0.048469778818007465,0.04220171548712656
GMR nao-gaussiano,yield_2y,36,0.0014528330538963077,-0.013168291426778217,0.013814545595298097,-0.04611567934613073,0.039482467216246445
GMR nao-gaussiano,yield_2y,37,0.0012573489532829787,-0.013152750474995182,0.013216312883724443,-0.045481526387260114,0.0389470660907841
GMR nao-gaussiano,yield_2y,38,0.0010831346541393047,-0.012988472934674046,0.012652679374517535,-0.04321529256950041,0.037732631200700376
GMR nao-gaussiano,yield_2y,39,9.295762588717024e-4,-0.012904921753543831,0.011586508999401458,-0.04263550926132308,0.03629073204676245
